1123031037 2005.08.02 R00-M0-ND 2005-08-02-18.03.57.614892 R00-M0-ND NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J02, ecid 0000000000000000000000000000
1123031046 2005.08.02 R00-M0-N5 2005-08-02-18.04.06.187999 R00-M0-N5 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J05, ecid 0000000000000000000000000000
1123031046 2005.08.02 R00-M1-N8 2005-08-02-18.04.06.201584 R00-M1-N8 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J15, ecid 0000000000000000000000000000
1123031046 2005.08.02 R00-M1-NA 2005-08-02-18.04.06.205170 R00-M1-NA NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J11, ecid 0000000000000000000000000000
1123031046 2005.08.02 R00-M1-N2 2005-08-02-18.04.06.205986 R00-M1-N2 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J06, ecid 0000000000000000000000000000
1123031046 2005.08.02 R00-M0-N3 2005-08-02-18.04.06.209251 R00-M0-N3 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J11, ecid 0000000000000000000000000000
1123031046 2005.08.02 R00-M0-N7 2005-08-02-18.04.06.212805 R00-M0-N7 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J06, ecid 0000000000000000000000000000
1123031046 2005.08.02 R00-M0-N8 2005-08-02-18.04.06.216289 R00-M0-N8 NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J12 do not match. VPD ecid 076204E5C07BFFFF09071C6046F1, found 0000000000000000000000000000
1123031046 2005.08.02 R00-M0-NA 2005-08-02-18.04.06.219796 R00-M0-NA NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J11, ecid 0000000000000000000000000000
1123031046 2005.08.02 R00-M1-N7 2005-08-02-18.04.06.223466 R00-M1-N7 NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J11 do not match. VPD ecid 075704C0D67BFFFF090E1A80D2CA, found 0000000000000000000000000000
1123031046 2005.08.02 R00-M1-NE 2005-08-02-18.04.06.227222 R00-M1-NE NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J02 do not match. VPD ecid 04D380A5E32FFFFF070A1AB092CC, found 0000000000000000000000000000
1123031046 2005.08.02 R00-M1-N5 2005-08-02-18.04.06.230674 R00-M1-N5 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J11, ecid 0000000000000000000000000000
1123031046 2005.08.02 R00-M0-N5 2005-08-02-18.04.06.234554 R00-M0-N5 NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J05 do not match. VPD ecid 04DD80A8152FFFFF0C081B904ADE, found 0000000000000000000000000000
1123031046 2005.08.02 R00-M1-N8 2005-08-02-18.04.06.238400 R00-M1-N8 NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J15 do not match. VPD ecid 04C280A68F2FFFFF05031A60CEC6, found 0000000000000000000000000000
1123031046 2005.08.02 R00-M1-NA 2005-08-02-18.04.06.249005 R00-M1-NA NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J11, ecid 0000000000000000000000000000
1123031046 2005.08.02 R00-M1-N2 2005-08-02-18.04.06.252457 R00-M1-N2 NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J06 do not match. VPD ecid 07410D44142FFFFF07051AC092D0, found 0000000000000000000000000000
1123031046 2005.08.02 R00-M0-N3 2005-08-02-18.04.06.253872 R00-M0-N3 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J11, ecid 0000000000000000000000000000
1123031046 2005.08.02 R00-M0-N7 2005-08-02-18.04.06.254541 R00-M0-N7 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J06, ecid 0000000000000000000000000000
1123031046 2005.08.02 R00-M0-N8 2005-08-02-18.04.06.258097 R00-M0-N8 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J13, ecid 0000000000000000000000000000
1123031046 2005.08.02 R00-M0-NA 2005-08-02-18.04.06.259449 R00-M0-NA NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J11, ecid 0000000000000000000000000000
1123031046 2005.08.02 R00-M1-N7 2005-08-02-18.04.06.263005 R00-M1-N7 NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J11 do not match. VPD ecid 075F04C0CF7BFFFF04071B208AD5, found 0000000000000000000000000000
1123031046 2005.08.02 R00-M1-NE 2005-08-02-18.04.06.266577 R00-M1-NE NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J02 do not match. VPD ecid 04C680A68B2FFFFF05051AB0DECE, found 0000000000000000000000000000
1123031046 2005.08.02 R00-M1-N5 2005-08-02-18.04.06.267928 R00-M1-N5 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J11, ecid 0000000000000000000000000000
1123031046 2005.08.02 R00-M0-N5 2005-08-02-18.04.06.271255 R00-M0-N5 NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J05 do not match. VPD ecid 04DA80A5DD2FFFFF0D061BD04AE6, found 0000000000000000000000000000
1123031046 2005.08.02 R00-M1-N8 2005-08-02-18.04.06.275116 R00-M1-N8 NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J15 do not match. VPD ecid 04C280A68F2FFFFF04051B0092D3, found 0000000000000000000000000000
1123031046 2005.08.02 R00-M1-NA 2005-08-02-18.04.06.383865 R00-M1-NA NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J11 do not match. VPD ecid 04C88092802FFFFF090C1B1090D7, found 0000000000000000000000000000
1123031046 2005.08.02 R00-M1-N2 2005-08-02-18.04.06.387552 R00-M1-N2 NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J06 do not match. VPD ecid 07450D43E32FFFFF080E1B8096DE, found 0000000000000000000000000000
1123031046 2005.08.02 R00-M0-N3 2005-08-02-18.04.06.391293 R00-M0-N3 NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J11 do not match. VPD ecid 074B04E08F7BFFFF060D1B7092DB, found 0000000000000000000000000000
1123031046 2005.08.02 R00-M0-N7 2005-08-02-18.04.06.395079 R00-M0-N7 NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J06 do not match. VPD ecid 075204D2067BFFFF070A1B3088D6, found 0000000000000000000000000000
1123031046 2005.08.02 R00-M0-N8 2005-08-02-18.04.06.396235 R00-M0-N8 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J13, ecid 0000000000000000000000000000
1123031046 2005.08.02 R00-M0-NA 2005-08-02-18.04.06.399989 R00-M0-NA NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J11 do not match. VPD ecid 075504E4CE7BFFFF02061CC0A4FA, found 0000000000000000000000000000
1123031046 2005.08.02 R00-M1-N7 2005-08-02-18.04.06.403811 R00-M1-N7 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J12, ecid 0000000000000000000000000000
1123031046 2005.08.02 R00-M1-NE 2005-08-02-18.04.06.407862 R00-M1-NE NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J03, ecid 0000000000000000000000000000
1123031046 2005.08.02 R00-M1-N5 2005-08-02-18.04.06.411494 R00-M1-N5 NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J11 do not match. VPD ecid 07490DA00F2FFFFF090C1AE0D0D5, found 0000000000000000000000000000
1123031046 2005.08.02 R00-M0-N5 2005-08-02-18.04.06.415192 R00-M0-N5 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J06, ecid 0000000000000000000000000000
1123031046 2005.08.02 R00-M0-NE 2005-08-02-18.04.06.419646 R00-M0-NE NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J02, ecid 0000000000000000000000000000
1123031046 2005.08.02 R00-M1-N8 2005-08-02-18.04.06.485337 R00-M1-N8 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J16, ecid 0000000000000000000000000000
1123031046 2005.08.02 R00-M1-NA 2005-08-02-18.04.06.489196 R00-M1-NA NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J11 do not match. VPD ecid 04C38092572FFFFF030A1BD056E7, found 0000000000000000000000000000
1123031046 2005.08.02 R00-M1-N2 2005-08-02-18.04.06.492858 R00-M1-N2 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J07, ecid 0000000000000000000000000000
1123031046 2005.08.02 R00-M0-N3 2005-08-02-18.04.06.496562 R00-M0-N3 NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J11 do not match. VPD ecid 075B04E0527BFFFF02071BB09ADF, found 0000000000000000000000000000
1123031046 2005.08.02 R00-M0-N7 2005-08-02-18.04.06.500420 R00-M0-N7 NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J06 do not match. VPD ecid 04C97DB7517BFFFF05091B004AD3, found 0000000000000000000000000000
1123031046 2005.08.02 R00-M0-N8 2005-08-02-18.04.06.504071 R00-M0-N8 NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J13 do not match. VPD ecid 074904E5D97BFFFF0C0B1BE048E9, found 0000000000000000000000000000
1123031046 2005.08.02 R00-M0-NA 2005-08-02-18.04.06.510488 R00-M0-NA NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J11 do not match. VPD ecid 075604E4217BFFFF0C0A1C3044ED, found 0000000000000000000000000000
1123031046 2005.08.02 R00-M1-N7 2005-08-02-18.04.06.511407 R00-M1-N7 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J12, ecid 0000000000000000000000000000
1123031046 2005.08.02 R00-M1-NE 2005-08-02-18.04.06.525436 R00-M1-NE NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J03, ecid 0000000000000000000000000000
1123031046 2005.08.02 R00-M1-N5 2005-08-02-18.04.06.528981 R00-M1-N5 NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J11 do not match. VPD ecid 07430DA0152FFFFF0C081AB090D0, found 0000000000000000000000000000
1123031046 2005.08.02 R00-M0-N5 2005-08-02-18.04.06.529902 R00-M0-N5 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J06, ecid 0000000000000000000000000000
1123031046 2005.08.02 R00-M1-N8 2005-08-02-18.04.06.541656 R00-M1-N8 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J16, ecid 0000000000000000000000000000
1123031046 2005.08.02 R00-M1-NA 2005-08-02-18.04.06.545588 R00-M1-NA NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J12, ecid 0000000000000000000000000000
1123031046 2005.08.02 R00-M0-NE 2005-08-02-18.04.06.549309 R00-M0-NE NULL DISCOVERY ERROR Node card status: ALERT 0, ALERT 1, ALERT 2, ALERT 3 is (are) active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is not asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD is asserted. PGOOD error latch is clear. MPGOOD is OK. MPGOOD error latch is clear. The 2.5 volt rail is OK. The 1.5 volt rail is OK.
1123031046 2005.08.02 R00-M1-N2 2005-08-02-18.04.06.550515 R00-M1-N2 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J07, ecid 0000000000000000000000000000
1123031046 2005.08.02 R00-M0-N3 2005-08-02-18.04.06.554317 R00-M0-N3 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J12, ecid 0000000000000000000000000000
1123031046 2005.08.02 R00-M0-N7 2005-08-02-18.04.06.558267 R00-M0-N7 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J07, ecid 0000000000000000000000000000
1123031046 2005.08.02 R00-M0-N8 2005-08-02-18.04.06.562359 R00-M0-N8 NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J13 do not match. VPD ecid 074904E55A7BFFFF0C041C904CF6, found 0000000000000000000000000000
1123031046 2005.08.02 R00-M0-NA 2005-08-02-18.04.06.565999 R00-M0-NA NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J12, ecid 0000000000000000000000000000
1123031046 2005.08.02 R00-M1-N7 2005-08-02-18.04.06.569854 R00-M1-N7 NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J12 do not match. VPD ecid 075704C0D67BFFFF0F0A1A70C4C8, found 0000000000000000000000000000
1123031046 2005.08.02 R00-M1-NE 2005-08-02-18.04.06.574128 R00-M1-NE NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J03 do not match. VPD ecid 07510DA0D72FFFFF0F051A91D0CD, found 0000000000000000000000000000
1123031046 2005.08.02 R00-M1-N5 2005-08-02-18.04.06.577789 R00-M1-N5 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J12, ecid 0000000000000000000000000000
1123031046 2005.08.02 R00-M0-N5 2005-08-02-18.04.06.587092 R00-M0-N5 NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J06 do not match. VPD ecid 04C380A78C2FFFFF0D0A1B408ADB, found 0000000000000000000000000000
1123031046 2005.08.02 R00-M1-N8 2005-08-02-18.04.06.590826 R00-M1-N8 NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J16 do not match. VPD ecid 04C280A68F2FFFFF0D0A1AF092D3, found 0000000000000000000000000000
1123031046 2005.08.02 R00-M1-NA 2005-08-02-18.04.06.591777 R00-M1-NA NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J12, ecid 0000000000000000000000000000
1123031046 2005.08.02 R00-M0-NE 2005-08-02-18.04.06.592534 R00-M0-NE NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J02, ecid 0000000000000000000000000000
1123031046 2005.08.02 R00-M1-N2 2005-08-02-18.04.06.596472 R00-M1-N2 NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J07 do not match. VPD ecid 07450D43E32FFFFF03081AB082CF, found 0000000000000000000000000000
1123031046 2005.08.02 R00-M0-N3 2005-08-02-18.04.06.597479 R00-M0-N3 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J12, ecid 0000000000000000000000000000
1123031046 2005.08.02 R00-M0-N7 2005-08-02-18.04.06.598303 R00-M0-N7 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J07, ecid 0000000000000000000000000000
1123031046 2005.08.02 R00-M0-N8 2005-08-02-18.04.06.602351 R00-M0-N8 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J14, ecid 0000000000000000000000000000
1123031046 2005.08.02 R00-M0-NA 2005-08-02-18.04.06.603339 R00-M0-NA NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J12, ecid 0000000000000000000000000000
1123031046 2005.08.02 R00-M1-N7 2005-08-02-18.04.06.607311 R00-M1-N7 NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J12 do not match. VPD ecid 075704C0D67BFFFF0D051A9086C9, found 0000000000000000000000000000
1123031046 2005.08.02 R00-M1-NE 2005-08-02-18.04.06.611048 R00-M1-NE NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J03 do not match. VPD ecid 075F0DA04B2FFFFF01091A7212CA, found 0000000000000000000000000000
1123031046 2005.08.02 R00-M1-N5 2005-08-02-18.04.06.611905 R00-M1-N5 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J12, ecid 0000000000000000000000000000
1123031046 2005.08.02 R00-M0-N5 2005-08-02-18.04.06.623120 R00-M0-N5 NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J06 do not match. VPD ecid 074504C1447BFFFF04051B10CCD3, found 0000000000000000000000000000
1123031046 2005.08.02 R00-M1-NA 2005-08-02-18.04.06.626837 R00-M1-NA NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J12 do not match. VPD ecid 04C88092802FFFFF03091BE062E6, found 0000000000000000000000000000
1123031046 2005.08.02 R00-M0-NE 2005-08-02-18.04.06.631116 R00-M0-NE NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J02 do not match. VPD ecid 07630D48212FFFFF0C0F1BB0E0E1, found 0000000000000000000000000000
1123031046 2005.08.02 R00-M1-N8 2005-08-02-18.04.06.634815 R00-M1-N8 NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J16 do not match. VPD ecid 04C380A68E2FFFFF07061B0090D2, found 0000000000000000000000000000
1123031046 2005.08.02 R00-M1-N2 2005-08-02-18.04.06.642724 R00-M1-N2 NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J07 do not match. VPD ecid 07450D43E32FFFFF0E091AE09ED3, found 0000000000000000000000000000
1123031046 2005.08.02 R00-M0-N3 2005-08-02-18.04.06.646579 R00-M0-N3 NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J12 do not match. VPD ecid 076304E01D7BFFFF0B091BB08AE1, found 0000000000000000000000000000
1123031046 2005.08.02 R00-M0-N7 2005-08-02-18.04.06.650244 R00-M0-N7 NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J07 do not match. VPD ecid 074704D4DE7BFFFF06071C204CEA, found 0000000000000000000000000000
1123031046 2005.08.02 R00-M0-N8 2005-08-02-18.04.06.651112 R00-M0-N8 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J14, ecid 0000000000000000000000000000
1123031046 2005.08.02 R00-M0-NA 2005-08-02-18.04.06.655161 R00-M0-NA NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J12 do not match. VPD ecid 074904E55A7BFFFF0E071C4046F0, found 0000000000000000000000000000
1123031046 2005.08.02 R00-M1-N7 2005-08-02-18.04.06.659020 R00-M1-N7 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J13, ecid 0000000000000000000000000000
1123031046 2005.08.02 R00-M1-NE 2005-08-02-18.04.06.662741 R00-M1-NE NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J04, ecid 0000000000000000000000000000
1123031046 2005.08.02 R00-M1-N5 2005-08-02-18.04.06.677188 R00-M1-N5 NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J12 do not match. VPD ecid 07400D989B2FFFFF080E1B908CE1, found 0000000000000000000000000000
1123031046 2005.08.02 R00-M0-N5 2005-08-02-18.04.06.680901 R00-M0-N5 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J07, ecid 0000000000000000000000000000
1123031046 2005.08.02 R00-M1-NA 2005-08-02-18.04.06.684785 R00-M1-NA NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J12 do not match. VPD ecid 04D28092482FFFFF07091B709ADD, found 0000000000000000000000000000
1123031046 2005.08.02 R00-M0-NE 2005-08-02-18.04.06.688446 R00-M0-NE NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J02 do not match. VPD ecid 07630D48212FFFFF02051B70E6DD, found 0000000000000000000000000000
1123031046 2005.08.02 R00-M1-N8 2005-08-02-18.04.06.692717 R00-M1-N8 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J17, ecid 0000000000000000000000000000
1123031046 2005.08.02 R00-M1-N2 2005-08-02-18.04.06.696489 R00-M1-N2 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J08, ecid 0000000000000000000000000000
1123031046 2005.08.02 R00-M0-N3 2005-08-02-18.04.06.700124 R00-M0-N3 NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J12 do not match. VPD ecid 075F04E0A07BFFFF080C1A4104C3, found 0000000000000000000000000000
1123031046 2005.08.02 R00-M0-N8 2005-08-02-18.04.06.704411 R00-M0-N8 NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J14 do not match. VPD ecid 04E27DB8097BFFFF04091B9090DF, found 0000000000000000000000000000
1123031046 2005.08.02 R00-M0-N7 2005-08-02-18.04.06.707989 R00-M0-N7 NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J07 do not match. VPD ecid 074C04D5D67BFFFF090E1B408EDA, found 0000000000000000000000000000
1123031046 2005.08.02 R00-M0-NA 2005-08-02-18.04.06.711790 R00-M0-NA NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J12 do not match. VPD ecid 075704E4CC7BFFFF08031C8050F3, found 0000000000000000000000000000
1123031046 2005.08.02 R00-M1-N7 2005-08-02-18.04.06.712683 R00-M1-N7 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J13, ecid 0000000000000000000000000000
