- 1131628690 2005.11.10 R47-M1-N4-C:J17-U11 2005-11-10-05.18.10.121515 R47-M1-N4-C:J17-U11 RAS KERNEL INFO CE sym 27, at 0x0017e4c0, mask 0x11
- 1131634421 2005.11.10 R22-M1-N7-C:J16-U11 2005-11-10-06.53.41.889627 R22-M1-N7-C:J16-U11 RAS KERNEL INFO CE sym 23, at 0x141cd3a0, mask 0x20
- 1131634422 2005.11.10 R22-M1-N7-C:J16-U11 2005-11-10-06.53.42.148442 R22-M1-N7-C:J16-U11 RAS KERNEL INFO total of 7 ddr error(s) detected and corrected
- 1131635685 2005.11.10 R53-M0-N4-C:J17-U01 2005-11-10-07.14.45.224947 R53-M0-N4-C:J17-U01 RAS KERNEL INFO critical input interrupt (unit=0x0b bit=0x03): warning for torus x- wire
- 1131635685 2005.11.10 R53-M0-N4-C:J17-U01 2005-11-10-07.14.45.540384 R53-M0-N4-C:J17-U01 RAS KERNEL INFO suppressing further interrupts of same type
- 1131635891 2005.11.10 R53-M0-N1-C:J11-U01 2005-11-10-07.18.11.902698 R53-M0-N1-C:J11-U01 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 226 out of 1024 #ofDirtyDblWord: 665 out of 4096
- 1131635893 2005.11.10 R43-M1-N2-C:J11-U11 2005-11-10-07.18.13.071244 R43-M1-N2-C:J11-U11 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 219 out of 1024 #ofDirtyDblWord: 674 out of 4096
- 1131635893 2005.11.10 R57-M1-N5-C:J15-U11 2005-11-10-07.18.13.308750 R57-M1-N5-C:J15-U11 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 227 out of 1024 #ofDirtyDblWord: 699 out of 4096
- 1131635893 2005.11.10 R47-M1-N1-C:J17-U11 2005-11-10-07.18.13.651402 R47-M1-N1-C:J17-U11 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 230 out of 1024 #ofDirtyDblWord: 679 out of 4096
- 1131635893 2005.11.10 R30-M0-N9-C:J15-U11 2005-11-10-07.18.13.889748 R30-M0-N9-C:J15-U11 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 218 out of 1024 #ofDirtyDblWord: 658 out of 4096
- 1131635894 2005.11.10 R23-M1-N2-C:J17-U01 2005-11-10-07.18.14.014101 R23-M1-N2-C:J17-U01 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 220 out of 1024 #ofDirtyDblWord: 652 out of 4096
- 1131635894 2005.11.10 R32-M0-N9-C:J15-U01 2005-11-10-07.18.14.254593 R32-M0-N9-C:J15-U01 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 226 out of 1024 #ofDirtyDblWord: 697 out of 4096
- 1131635895 2005.11.10 R71-M1-N8-C:J17-U11 2005-11-10-07.18.15.378841 R71-M1-N8-C:J17-U11 RAS KERNEL INFO 1 ddr errors(s) detected and corrected on rank 0, symbol 9, bit 2
- 1131635896 2005.11.10 R01-M0-N3-C:J13-U11 2005-11-10-07.18.16.972199 R01-M0-N3-C:J13-U11 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 209 out of 1024 #ofDirtyDblWord: 640 out of 4096
- 1131635897 2005.11.10 R22-M1-N8-C:J09-U01 2005-11-10-07.18.17.999588 R22-M1-N8-C:J09-U01 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 226 out of 1024 #ofDirtyDblWord: 679 out of 4096
- 1131635899 2005.11.10 R30-M1-N8-C:J05-U01 2005-11-10-07.18.19.639353 R30-M1-N8-C:J05-U01 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 223 out of 1024 #ofDirtyDblWord: 661 out of 4096
- 1131635900 2005.11.10 R22-M0-N9-C:J09-U11 2005-11-10-07.18.20.501310 R22-M0-N9-C:J09-U11 RAS KERNEL INFO 1 ddr errors(s) detected and corrected on rank 0, symbol 26, bit 5
- 1131635902 2005.11.10 R14-M0-N6-C:J03-U01 2005-11-10-07.18.22.021348 R14-M0-N6-C:J03-U01 RAS KERNEL INFO 2 ddr errors(s) detected and corrected on rank 0, symbol 19, bit 1
- 1131635902 2005.11.10 R13-M1-N2-C:J07-U01 2005-11-10-07.18.22.135292 R13-M1-N2-C:J07-U01 RAS KERNEL INFO 12 ddr errors(s) detected and corrected on rank 0, symbol 15, bit 1
- 1131635902 2005.11.10 R13-M1-N2-C:J07-U01 2005-11-10-07.18.22.228046 R13-M1-N2-C:J07-U01 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 224 out of 1024 #ofDirtyDblWord: 667 out of 4096
- 1131635902 2005.11.10 R11-M1-N4-C:J03-U01 2005-11-10-07.18.22.863195 R11-M1-N4-C:J03-U01 RAS KERNEL INFO 1 ddr errors(s) detected and corrected on rank 0, symbol 18, bit 6
- 1131635902 2005.11.10 R04-M1-N7-C:J09-U01 2005-11-10-07.18.22.990826 R04-M1-N7-C:J09-U01 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 214 out of 1024 #ofDirtyDblWord: 643 out of 4096
- 1131635903 2005.11.10 R44-M0-N3-C:J12-U01 2005-11-10-07.18.23.815598 R44-M0-N3-C:J12-U01 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 200 out of 1024 #ofDirtyDblWord: 607 out of 4096
- 1131635903 2005.11.10 R22-M1-N7-C:J16-U11 2005-11-10-07.18.23.943004 R22-M1-N7-C:J16-U11 RAS KERNEL INFO 32 ddr errors(s) detected and corrected on rank 0, symbol 23, bit 2
- 1131635905 2005.11.10 R60-M1-N2-C:J14-U01 2005-11-10-07.18.25.773393 R60-M1-N2-C:J14-U01 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 215 out of 1024 #ofDirtyDblWord: 652 out of 4096
- 1131635907 2005.11.10 R15-M1-N1-C:J10-U11 2005-11-10-07.18.27.364772 R15-M1-N1-C:J10-U11 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 219 out of 1024 #ofDirtyDblWord: 675 out of 4096
- 1131635907 2005.11.10 R12-M1-N5-C:J14-U11 2005-11-10-07.18.27.464703 R12-M1-N5-C:J14-U11 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 223 out of 1024 #ofDirtyDblWord: 679 out of 4096
- 1131635907 2005.11.10 R11-M0-N7-C:J12-U01 2005-11-10-07.18.27.663100 R11-M0-N7-C:J12-U01 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 228 out of 1024 #ofDirtyDblWord: 664 out of 4096
- 1131635907 2005.11.10 R03-M1-N6-C:J16-U01 2005-11-10-07.18.27.761525 R03-M1-N6-C:J16-U01 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 217 out of 1024 #ofDirtyDblWord: 669 out of 4096
- 1131635908 2005.11.10 R22-M0-N4-C:J10-U01 2005-11-10-07.18.28.361978 R22-M0-N4-C:J10-U01 RAS KERNEL INFO 1 ddr errors(s) detected and corrected on rank 0, symbol 27, bit 6
- 1131635908 2005.11.10 R12-M0-N0-C:J16-U11 2005-11-10-07.18.28.459409 R12-M0-N0-C:J16-U11 RAS KERNEL INFO 1 ddr errors(s) detected and corrected on rank 0, symbol 33, bit 4
- 1131635909 2005.11.10 R55-M0-N9-C:J06-U11 2005-11-10-07.18.29.349688 R55-M0-N9-C:J06-U11 RAS KERNEL INFO 2 torus receiver x- input pipe error(s) (dcr 0x02ed) detected and corrected
- 1131635909 2005.11.10 R55-M0-N9-C:J06-U11 2005-11-10-07.18.29.443148 R55-M0-N9-C:J06-U11 RAS KERNEL INFO 3 torus receiver x+ input pipe error(s) (dcr 0x02ec) detected and corrected
- 1131635910 2005.11.10 R52-M1-N3-C:J08-U01 2005-11-10-07.18.30.234356 R52-M1-N3-C:J08-U01 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 218 out of 1024 #ofDirtyDblWord: 629 out of 4096
- 1131635910 2005.11.10 R43-M0-N1-C:J06-U01 2005-11-10-07.18.30.905764 R43-M0-N1-C:J06-U01 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 225 out of 1024 #ofDirtyDblWord: 710 out of 4096
- 1131635911 2005.11.10 R32-M1-N8-C:J04-U11 2005-11-10-07.18.31.233425 R32-M1-N8-C:J04-U11 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 224 out of 1024 #ofDirtyDblWord: 661 out of 4096
- 1131635911 2005.11.10 R65-M0-N6-C:J04-U11 2005-11-10-07.18.31.341714 R65-M0-N6-C:J04-U11 RAS KERNEL INFO 1 ddr errors(s) detected and corrected on rank 0, symbol 35, bit 1
- 1131635911 2005.11.10 R50-M1-N3-C:J08-U11 2005-11-10-07.18.31.778984 R50-M1-N3-C:J08-U11 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 221 out of 1024 #ofDirtyDblWord: 654 out of 4096
- 1131635911 2005.11.10 R76-M1-N6-C:J06-U11 2005-11-10-07.18.31.911342 R76-M1-N6-C:J06-U11 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 220 out of 1024 #ofDirtyDblWord: 690 out of 4096
- 1131635913 2005.11.10 R04-M0-N3-C:J02-U01 2005-11-10-07.18.33.478319 R04-M0-N3-C:J02-U01 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 219 out of 1024 #ofDirtyDblWord: 634 out of 4096
- 1131635914 2005.11.10 R64-M0-N8-C:J12-U11 2005-11-10-07.18.34.830178 R64-M0-N8-C:J12-U11 RAS KERNEL INFO 1 ddr errors(s) detected and corrected on rank 0, symbol 21, bit 3
- 1131635914 2005.11.10 R05-M1-N8-C:J14-U01 2005-11-10-07.18.34.956507 R05-M1-N8-C:J14-U01 RAS KERNEL INFO 2 ddr errors(s) detected and corrected on rank 0, symbol 33, bit 3
- 1131635916 2005.11.10 R71-M1-N8-C:J17-U11 2005-11-10-07.18.36.144034 R71-M1-N8-C:J17-U11 RAS KERNEL INFO CE sym 9, at 0x123b6ca0, mask 0x20
- 1131635917 2005.11.10 R22-M0-N9-C:J09-U11 2005-11-10-07.18.37.770551 R22-M0-N9-C:J09-U11 RAS KERNEL INFO CE sym 26, at 0x145a5480, mask 0x04
- 1131635918 2005.11.10 R14-M0-N6-C:J03-U01 2005-11-10-07.18.38.104290 R14-M0-N6-C:J03-U01 RAS KERNEL INFO CE sym 19, at 0x0667d140, mask 0x40
- 1131635918 2005.11.10 R13-M1-N2-C:J07-U01 2005-11-10-07.18.38.207648 R13-M1-N2-C:J07-U01 RAS KERNEL INFO CE sym 15, at 0x03efaea0, mask 0x40
- 1131635918 2005.11.10 R11-M1-N4-C:J03-U01 2005-11-10-07.18.38.410876 R11-M1-N4-C:J03-U01 RAS KERNEL INFO CE sym 18, at 0x09d1af60, mask 0x02
- 1131635918 2005.11.10 R22-M1-N7-C:J16-U11 2005-11-10-07.18.38.512252 R22-M1-N7-C:J16-U11 RAS KERNEL INFO CE sym 23, at 0x141cd3a0, mask 0x20
- 1131635919 2005.11.10 R22-M0-N4-C:J10-U01 2005-11-10-07.18.39.774525 R22-M0-N4-C:J10-U01 RAS KERNEL INFO CE sym 27, at 0x1236bae0, mask 0x02
- 1131635919 2005.11.10 R64-M0-N8-C:J12-U11 2005-11-10-07.18.39.882439 R64-M0-N8-C:J12-U11 RAS KERNEL INFO CE sym 21, at 0x15937660, mask 0x10
- 1131635919 2005.11.10 R12-M0-N0-C:J16-U11 2005-11-10-07.18.39.996089 R12-M0-N0-C:J16-U11 RAS KERNEL INFO CE sym 33, at 0x0501ac00, mask 0x08
- 1131635920 2005.11.10 R05-M1-N8-C:J14-U01 2005-11-10-07.18.40.114493 R05-M1-N8-C:J14-U01 RAS KERNEL INFO CE sym 33, at 0x019ae900, mask 0x10
- 1131635920 2005.11.10 R55-M0-N9-C:J06-U11 2005-11-10-07.18.40.439030 R55-M0-N9-C:J06-U11 RAS KERNEL INFO 2 torus receiver y+ input pipe error(s) (dcr 0x02ee) detected and corrected
- 1131635920 2005.11.10 R55-M0-N9-C:J06-U11 2005-11-10-07.18.40.545686 R55-M0-N9-C:J06-U11 RAS KERNEL INFO 2 torus receiver y- input pipe error(s) (dcr 0x02ef) detected and corrected
- 1131635920 2005.11.10 R65-M0-N6-C:J04-U11 2005-11-10-07.18.40.654206 R65-M0-N6-C:J04-U11 RAS KERNEL INFO CE sym 35, at 0x129a2060, mask 0x40
- 1131635922 2005.11.10 R71-M1-N8-C:J17-U11 2005-11-10-07.18.42.921981 R71-M1-N8-C:J17-U11 RAS KERNEL INFO total of 1 ddr error(s) detected and corrected
- 1131635924 2005.11.10 R22-M0-N9-C:J09-U11 2005-11-10-07.18.44.740508 R22-M0-N9-C:J09-U11 RAS KERNEL INFO total of 1 ddr error(s) detected and corrected
- 1131635924 2005.11.10 R14-M0-N6-C:J03-U01 2005-11-10-07.18.44.968288 R14-M0-N6-C:J03-U01 RAS KERNEL INFO CE sym 19, at 0x0667d140, mask 0x40
- 1131635925 2005.11.10 R13-M1-N2-C:J07-U01 2005-11-10-07.18.45.081407 R13-M1-N2-C:J07-U01 RAS KERNEL INFO CE sym 15, at 0x03efaea0, mask 0x40
- 1131635925 2005.11.10 R11-M1-N4-C:J03-U01 2005-11-10-07.18.45.309021 R11-M1-N4-C:J03-U01 RAS KERNEL INFO total of 1 ddr error(s) detected and corrected
- 1131635925 2005.11.10 R22-M1-N7-C:J16-U11 2005-11-10-07.18.45.435268 R22-M1-N7-C:J16-U11 RAS KERNEL INFO CE sym 23, at 0x141cd3a0, mask 0x20
- 1131635926 2005.11.10 R22-M0-N4-C:J10-U01 2005-11-10-07.18.46.714898 R22-M0-N4-C:J10-U01 RAS KERNEL INFO total of 1 ddr error(s) detected and corrected
- 1131635926 2005.11.10 R64-M0-N8-C:J12-U11 2005-11-10-07.18.46.829123 R64-M0-N8-C:J12-U11 RAS KERNEL INFO total of 1 ddr error(s) detected and corrected
- 1131635926 2005.11.10 R12-M0-N0-C:J16-U11 2005-11-10-07.18.46.936501 R12-M0-N0-C:J16-U11 RAS KERNEL INFO total of 1 ddr error(s) detected and corrected
- 1131635927 2005.11.10 R05-M1-N8-C:J14-U01 2005-11-10-07.18.47.068736 R05-M1-N8-C:J14-U01 RAS KERNEL INFO CE sym 33, at 0x019ae900, mask 0x10
- 1131635927 2005.11.10 R55-M0-N9-C:J06-U11 2005-11-10-07.18.47.396842 R55-M0-N9-C:J06-U11 RAS KERNEL INFO 2 torus receiver z+ input pipe error(s) (dcr 0x02f0) detected and corrected
- 1131635927 2005.11.10 R55-M0-N9-C:J06-U11 2005-11-10-07.18.47.498810 R55-M0-N9-C:J06-U11 RAS KERNEL INFO 3 torus receiver z- input pipe error(s) (dcr 0x02f1) detected and corrected
- 1131635927 2005.11.10 R65-M0-N6-C:J04-U11 2005-11-10-07.18.47.672081 R65-M0-N6-C:J04-U11 RAS KERNEL INFO total of 1 ddr error(s) detected and corrected
- 1131635930 2005.11.10 R14-M0-N6-C:J03-U01 2005-11-10-07.18.50.472517 R14-M0-N6-C:J03-U01 RAS KERNEL INFO total of 2 ddr error(s) detected and corrected
- 1131635930 2005.11.10 R13-M1-N2-C:J07-U01 2005-11-10-07.18.50.575408 R13-M1-N2-C:J07-U01 RAS KERNEL INFO CE sym 15, at 0x03efaea0, mask 0x40
- 1131635930 2005.11.10 R22-M1-N7-C:J16-U11 2005-11-10-07.18.50.777289 R22-M1-N7-C:J16-U11 RAS KERNEL INFO CE sym 23, at 0x141cd3a0, mask 0x20
- 1131635931 2005.11.10 R05-M1-N8-C:J14-U01 2005-11-10-07.18.51.740834 R05-M1-N8-C:J14-U01 RAS KERNEL INFO total of 2 ddr error(s) detected and corrected
- 1131635931 2005.11.10 R55-M0-N9-C:J06-U11 2005-11-10-07.18.51.843110 R55-M0-N9-C:J06-U11 RAS KERNEL INFO 16 tree receiver 1 in re-synch state event(s) (dcr 0x0185) detected
- 1131635931 2005.11.10 R55-M0-N9-C:J06-U11 2005-11-10-07.18.51.938035 R55-M0-N9-C:J06-U11 RAS KERNEL INFO 17 tree receiver 2 in re-synch state event(s) (dcr 0x019a) detected
- 1131635933 2005.11.10 R13-M1-N2-C:J07-U01 2005-11-10-07.18.53.631606 R13-M1-N2-C:J07-U01 RAS KERNEL INFO CE sym 15, at 0x03efaea0, mask 0x40
- 1131635933 2005.11.10 R22-M1-N7-C:J16-U11 2005-11-10-07.18.53.752009 R22-M1-N7-C:J16-U11 RAS KERNEL INFO CE sym 23, at 0x141cd3a0, mask 0x20
- 1131635934 2005.11.10 R55-M0-N9-C:J06-U11 2005-11-10-07.18.54.576890 R55-M0-N9-C:J06-U11 RAS KERNEL INFO 17 tree receiver 2 in re-synch state event(s) (dcr 0x019a) detected
- 1131635935 2005.11.10 R13-M1-N2-C:J07-U01 2005-11-10-07.18.55.701720 R13-M1-N2-C:J07-U01 RAS KERNEL INFO CE sym 15, at 0x03efaea0, mask 0x40
- 1131635935 2005.11.10 R22-M1-N7-C:J16-U11 2005-11-10-07.18.55.801546 R22-M1-N7-C:J16-U11 RAS KERNEL INFO CE sym 23, at 0x141cd3a0, mask 0x20
- 1131635937 2005.11.10 R13-M1-N2-C:J07-U01 2005-11-10-07.18.57.190386 R13-M1-N2-C:J07-U01 RAS KERNEL INFO CE sym 15, at 0x03efaea0, mask 0x40
- 1131635937 2005.11.10 R22-M1-N7-C:J16-U11 2005-11-10-07.18.57.291811 R22-M1-N7-C:J16-U11 RAS KERNEL INFO CE sym 23, at 0x141cd3a0, mask 0x20
- 1131635938 2005.11.10 R13-M1-N2-C:J07-U01 2005-11-10-07.18.58.571863 R13-M1-N2-C:J07-U01 RAS KERNEL INFO CE sym 15, at 0x03efaea0, mask 0x40
- 1131635938 2005.11.10 R22-M1-N7-C:J16-U11 2005-11-10-07.18.58.685604 R22-M1-N7-C:J16-U11 RAS KERNEL INFO CE sym 23, at 0x141cd3a0, mask 0x20
- 1131635939 2005.11.10 R13-M1-N2-C:J07-U01 2005-11-10-07.18.59.900365 R13-M1-N2-C:J07-U01 RAS KERNEL INFO CE sym 15, at 0x03efaea0, mask 0x40
- 1131635940 2005.11.10 R22-M1-N7-C:J16-U11 2005-11-10-07.19.00.002040 R22-M1-N7-C:J16-U11 RAS KERNEL INFO CE sym 23, at 0x141cd3a0, mask 0x20
- 1131635941 2005.11.10 R13-M1-N2-C:J07-U01 2005-11-10-07.19.01.121464 R13-M1-N2-C:J07-U01 RAS KERNEL INFO CE sym 15, at 0x03efaea0, mask 0x40
- 1131635941 2005.11.10 R22-M1-N7-C:J16-U11 2005-11-10-07.19.01.234489 R22-M1-N7-C:J16-U11 RAS KERNEL INFO CE sym 23, at 0x141cd3a0, mask 0x20
- 1131635942 2005.11.10 R13-M1-N2-C:J07-U01 2005-11-10-07.19.02.174760 R13-M1-N2-C:J07-U01 RAS KERNEL INFO CE sym 15, at 0x03efaea0, mask 0x40
- 1131635942 2005.11.10 R22-M1-N7-C:J16-U11 2005-11-10-07.19.02.289521 R22-M1-N7-C:J16-U11 RAS KERNEL INFO CE sym 23, at 0x141cd3a0, mask 0x20
- 1131635943 2005.11.10 R13-M1-N2-C:J07-U01 2005-11-10-07.19.03.318750 R13-M1-N2-C:J07-U01 RAS KERNEL INFO CE sym 15, at 0x03efaea0, mask 0x40
- 1131635943 2005.11.10 R22-M1-N7-C:J16-U11 2005-11-10-07.19.03.455082 R22-M1-N7-C:J16-U11 RAS KERNEL INFO CE sym 23, at 0x141cd3a0, mask 0x20
- 1131635944 2005.11.10 R13-M1-N2-C:J07-U01 2005-11-10-07.19.04.186673 R13-M1-N2-C:J07-U01 RAS KERNEL INFO CE sym 15, at 0x03efaea0, mask 0x40
- 1131635944 2005.11.10 R22-M1-N7-C:J16-U11 2005-11-10-07.19.04.306165 R22-M1-N7-C:J16-U11 RAS KERNEL INFO CE sym 23, at 0x141cd3a0, mask 0x20
- 1131635944 2005.11.10 R13-M1-N2-C:J07-U01 2005-11-10-07.19.04.987371 R13-M1-N2-C:J07-U01 RAS KERNEL INFO total of 12 ddr error(s) detected and corrected
- 1131635945 2005.11.10 R22-M1-N7-C:J16-U11 2005-11-10-07.19.05.102363 R22-M1-N7-C:J16-U11 RAS KERNEL INFO CE sym 23, at 0x141cd3a0, mask 0x20
- 1131635945 2005.11.10 R22-M1-N7-C:J16-U11 2005-11-10-07.19.05.579326 R22-M1-N7-C:J16-U11 RAS KERNEL INFO CE sym 23, at 0x141cd3a0, mask 0x20
- 1131635946 2005.11.10 R22-M1-N7-C:J16-U11 2005-11-10-07.19.06.065522 R22-M1-N7-C:J16-U11 RAS KERNEL INFO CE sym 23, at 0x141cd3a0, mask 0x20
- 1131635946 2005.11.10 R22-M1-N7-C:J16-U11 2005-11-10-07.19.06.572034 R22-M1-N7-C:J16-U11 RAS KERNEL INFO CE sym 23, at 0x141cd3a0, mask 0x20
- 1131635946 2005.11.10 R22-M1-N7-C:J16-U11 2005-11-10-07.19.06.939002 R22-M1-N7-C:J16-U11 RAS KERNEL INFO CE sym 23, at 0x141cd3a0, mask 0x20
- 1131635947 2005.11.10 R22-M1-N7-C:J16-U11 2005-11-10-07.19.07.295268 R22-M1-N7-C:J16-U11 RAS KERNEL INFO CE sym 23, at 0x141cd3a0, mask 0x20
- 1131635947 2005.11.10 R22-M1-N7-C:J16-U11 2005-11-10-07.19.07.650032 R22-M1-N7-C:J16-U11 RAS KERNEL INFO CE sym 23, at 0x141cd3a0, mask 0x20
- 1131635948 2005.11.10 R22-M1-N7-C:J16-U11 2005-11-10-07.19.08.007593 R22-M1-N7-C:J16-U11 RAS KERNEL INFO CE sym 23, at 0x141cd3a0, mask 0x20
- 1131635948 2005.11.10 R22-M1-N7-C:J16-U11 2005-11-10-07.19.08.363348 R22-M1-N7-C:J16-U11 RAS KERNEL INFO CE sym 23, at 0x141cd3a0, mask 0x20
- 1131635948 2005.11.10 R22-M1-N7-C:J16-U11 2005-11-10-07.19.08.724061 R22-M1-N7-C:J16-U11 RAS KERNEL INFO CE sym 23, at 0x141cd3a0, mask 0x20
- 1131635949 2005.11.10 R22-M1-N7-C:J16-U11 2005-11-10-07.19.09.097059 R22-M1-N7-C:J16-U11 RAS KERNEL INFO CE sym 23, at 0x141cd3a0, mask 0x20
- 1131635949 2005.11.10 R22-M1-N7-C:J16-U11 2005-11-10-07.19.09.468203 R22-M1-N7-C:J16-U11 RAS KERNEL INFO CE sym 23, at 0x141cd3a0, mask 0x20
- 1131635949 2005.11.10 R22-M1-N7-C:J16-U11 2005-11-10-07.19.09.827589 R22-M1-N7-C:J16-U11 RAS KERNEL INFO CE sym 23, at 0x141cd3a0, mask 0x20
- 1131635950 2005.11.10 R22-M1-N7-C:J16-U11 2005-11-10-07.19.10.192851 R22-M1-N7-C:J16-U11 RAS KERNEL INFO CE sym 23, at 0x141cd3a0, mask 0x20
- 1131635950 2005.11.10 R22-M1-N7-C:J16-U11 2005-11-10-07.19.10.551060 R22-M1-N7-C:J16-U11 RAS KERNEL INFO CE sym 23, at 0x141cd3a0, mask 0x20
- 1131635950 2005.11.10 R22-M1-N7-C:J16-U11 2005-11-10-07.19.10.903849 R22-M1-N7-C:J16-U11 RAS KERNEL INFO CE sym 23, at 0x141cd3a0, mask 0x20
- 1131635951 2005.11.10 R22-M1-N7-C:J16-U11 2005-11-10-07.19.11.276338 R22-M1-N7-C:J16-U11 RAS KERNEL INFO CE sym 23, at 0x141cd3a0, mask 0x20
- 1131635951 2005.11.10 R22-M1-N7-C:J16-U11 2005-11-10-07.19.11.640775 R22-M1-N7-C:J16-U11 RAS KERNEL INFO CE sym 23, at 0x141cd3a0, mask 0x20
- 1131635951 2005.11.10 R22-M1-N7-C:J16-U11 2005-11-10-07.19.11.924370 R22-M1-N7-C:J16-U11 RAS KERNEL INFO CE sym 23, at 0x141cd3a0, mask 0x20
- 1131635952 2005.11.10 R22-M1-N7-C:J16-U11 2005-11-10-07.19.12.180500 R22-M1-N7-C:J16-U11 RAS KERNEL INFO CE sym 23, at 0x141cd3a0, mask 0x20
- 1131635952 2005.11.10 R22-M1-N7-C:J16-U11 2005-11-10-07.19.12.438649 R22-M1-N7-C:J16-U11 RAS KERNEL INFO total of 32 ddr error(s) detected and corrected
- 1131636184 2005.11.10 R04-M1-N7-C:J09-U01 2005-11-10-07.23.04.358756 R04-M1-N7-C:J09-U01 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 941 out of 1024 #ofDirtyDblWord: 3346 out of 4096
- 1131636185 2005.11.10 R43-M0-N1-C:J06-U01 2005-11-10-07.23.05.078953 R43-M0-N1-C:J06-U01 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 949 out of 1024 #ofDirtyDblWord: 3371 out of 4096
- 1131636185 2005.11.10 R32-M1-N8-C:J04-U11 2005-11-10-07.23.05.184286 R32-M1-N8-C:J04-U11 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 1021 out of 1024 #ofDirtyDblWord: 3631 out of 4096
- 1131636185 2005.11.10 R53-M0-N1-C:J11-U01 2005-11-10-07.23.05.801290 R53-M0-N1-C:J11-U01 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 938 out of 1024 #ofDirtyDblWord: 3339 out of 4096
- 1131636186 2005.11.10 R65-M1-N6-C:J17-U01 2005-11-10-07.23.06.106667 R65-M1-N6-C:J17-U01 RAS KERNEL INFO 1 ddr errors(s) detected and corrected on rank 0, symbol 15, bit 7
- 1131636186 2005.11.10 R43-M1-N2-C:J11-U11 2005-11-10-07.23.06.423942 R43-M1-N2-C:J11-U11 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 908 out of 1024 #ofDirtyDblWord: 3234 out of 4096
- 1131636186 2005.11.10 R57-M1-N5-C:J15-U11 2005-11-10-07.23.06.628210 R57-M1-N5-C:J15-U11 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 1021 out of 1024 #ofDirtyDblWord: 3631 out of 4096
- 1131636186 2005.11.10 R47-M1-N1-C:J17-U11 2005-11-10-07.23.06.898528 R47-M1-N1-C:J17-U11 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 945 out of 1024 #ofDirtyDblWord: 3360 out of 4096
- 1131636187 2005.11.10 R30-M0-N9-C:J15-U11 2005-11-10-07.23.07.076094 R30-M0-N9-C:J15-U11 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 945 out of 1024 #ofDirtyDblWord: 3360 out of 4096
- 1131636187 2005.11.10 R23-M1-N2-C:J17-U01 2005-11-10-07.23.07.172252 R23-M1-N2-C:J17-U01 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 948 out of 1024 #ofDirtyDblWord: 3369 out of 4096
- 1131636187 2005.11.10 R32-M0-N9-C:J15-U01 2005-11-10-07.23.07.369433 R32-M0-N9-C:J15-U01 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 1021 out of 1024 #ofDirtyDblWord: 3631 out of 4096
- 1131636188 2005.11.10 R01-M0-N3-C:J13-U11 2005-11-10-07.23.08.704934 R01-M0-N3-C:J13-U11 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 938 out of 1024 #ofDirtyDblWord: 3339 out of 4096
- 1131636189 2005.11.10 R22-M1-N8-C:J09-U01 2005-11-10-07.23.09.512418 R22-M1-N8-C:J09-U01 RAS KERNEL INFO L1 DCACHE summary averages: #ofDirtyLines: 1021 out of 1024 #ofDirtyDblWord: 3631 out of 4096
