1137585740 2006.01.18 bn398 Jan 18 04:02:20 bn398/bn398 sendmail[31373]: My unqualified host name (bn398) unknown; sleeping for retry
1137585810 2006.01.18 an126 Jan 18 04:03:30 an126/an126 sendmail[15459]: k0IB3UK5015459: to=root, ctladdr=root (0/0), delay=00:00:00, xdelay=00:00:00, mailer=relay, pri=31497, relay=[127.0.0.1] [127.0.0.1], dsn=4.0.0, stat=Deferred: Connection refused by [127.0.0.1]
1137585810 2006.01.18 an126 Jan 18 04:03:30 an126/an126 sendmail[15459]: unable to qualify my own domain name (an126) -- using short name
1137585810 2006.01.18 an130 Jan 18 04:03:30 an130/an130 crond(pam_unix)[15115]: session closed for user root
1137585810 2006.01.18 an148 Jan 18 04:03:30 an148/an148 crond(pam_unix)[15032]: session closed for user root
1137585810 2006.01.18 an159 Jan 18 04:03:30 an159/an159 crond(pam_unix)[15230]: session closed for user root
1137585810 2006.01.18 an178 Jan 18 04:03:30 an178/an178 crond(pam_unix)[14949]: session closed for user root
1137585810 2006.01.18 an216 Jan 18 04:03:30 an216/an216 crond(pam_unix)[16339]: session closed for user root
1137585810 2006.01.18 an325 Jan 18 04:03:30 an325/an325 crond(pam_unix)[3185]: session closed for user root
1137585810 2006.01.18 an333 Jan 18 04:03:30 an333/an333 crond(pam_unix)[575]: session closed for user root
1137585810 2006.01.18 an420 Jan 18 04:03:30 an420/an420 crond(pam_unix)[4245]: session closed for user root
1137585810 2006.01.18 an438 Jan 18 04:03:30 an438/an438 sendmail[3486]: k0IB3U7h003486: from=root, size=1497, class=0, nrcpts=1, msgid=<200601181103.k0IB3U7h003486@an438>, relay=#7#@localhost
1137585810 2006.01.18 an438 Jan 18 04:03:30 an438/an438 sendmail[3486]: k0IB3U7h003486: to=root, ctladdr=root (0/0), delay=00:00:00, xdelay=00:00:00, mailer=relay, pri=31497, relay=[127.0.0.1] [127.0.0.1], dsn=4.0.0, stat=Deferred: Connection refused by [127.0.0.1]
1137585810 2006.01.18 an438 Jan 18 04:03:30 an438/an438 sendmail[3486]: unable to qualify my own domain name (an438) -- using short name
1137585810 2006.01.18 an742 Jan 18 04:03:30 an742/an742 crond(pam_unix)[3704]: session closed for user root
1137585810 2006.01.18 an746 Jan 18 04:03:30 an746/an746 crond(pam_unix)[32087]: session closed for user root
1137585810 2006.01.18 an760 Jan 18 04:03:30 an760/an760 anacron[4007]: Updated timestamp for job `cron.daily' to 2006-01-18
1137585810 2006.01.18 an803 Jan 18 04:03:30 an803/an803 crond(pam_unix)[3810]: session closed for user root
1137585810 2006.01.18 an816 Jan 18 04:03:30 an816/an816 crond(pam_unix)[32104]: session closed for user root
1137585810 2006.01.18 an825 Jan 18 04:03:30 an825/an825 crond(pam_unix)[3755]: session closed for user root
1137585810 2006.01.18 an897 Jan 18 04:03:30 an897/an897 crond(pam_unix)[3461]: session closed for user root
1137585810 2006.01.18 an946 Jan 18 04:03:30 an946/an946 crond(pam_unix)[3056]: session closed for user root
1137585810 2006.01.18 bn102 Jan 18 04:03:30 bn102/bn102 crond(pam_unix)[31395]: session closed for user root
1137585810 2006.01.18 bn134 Jan 18 04:03:30 bn134/bn134 crond(pam_unix)[32340]: session closed for user root
1137585810 2006.01.18 bn14 Jan 18 04:03:30 bn14/bn14 crond(pam_unix)[30409]: session closed for user root
1137585810 2006.01.18 bn151 Jan 18 04:03:30 bn151/bn151 crond(pam_unix)[31629]: session closed for user root
1137585810 2006.01.18 bn189 Jan 18 04:03:30 bn189/bn189 crond(pam_unix)[31699]: session closed for user root
1137585810 2006.01.18 bn220 Jan 18 04:03:30 bn220/bn220 crond(pam_unix)[31679]: session closed for user root
1137585810 2006.01.18 bn266 Jan 18 04:03:30 bn266/bn266 crond(pam_unix)[29792]: session closed for user root
1137585810 2006.01.18 bn290 Jan 18 04:03:30 bn290/bn290 crond(pam_unix)[31079]: session closed for user root
1137585810 2006.01.18 bn300 Jan 18 04:03:30 bn300/bn300 crond(pam_unix)[31450]: session closed for user root
1137585810 2006.01.18 bn314 Jan 18 04:03:30 bn314/bn314 sendmail[31873]: k0IB3UCa031873: from=root, size=1544, class=0, nrcpts=1, msgid=<200601181103.k0IB3UCa031873@bn314>, relay=#7#@localhost
1137585810 2006.01.18 bn314 Jan 18 04:03:30 bn314/bn314 sendmail[31873]: k0IB3UCa031873: to=root, ctladdr=root (0/0), delay=00:00:00, xdelay=00:00:00, mailer=relay, pri=31544, relay=[127.0.0.1] [127.0.0.1], dsn=4.0.0, stat=Deferred: Connection refused by [127.0.0.1]
1137585810 2006.01.18 bn314 Jan 18 04:03:30 bn314/bn314 sendmail[31873]: unable to qualify my own domain name (bn314) -- using short name
1137585810 2006.01.18 bn318 Jan 18 04:03:30 bn318/bn318 crond(pam_unix)[31446]: session closed for user root
1137585810 2006.01.18 bn370 Jan 18 04:03:30 bn370/bn370 crond(pam_unix)[28214]: session closed for user root
1137585810 2006.01.18 bn40 Jan 18 04:03:30 bn40/bn40 crond(pam_unix)[31085]: session closed for user root
1137585810 2006.01.18 bn41 Jan 18 04:03:30 bn41/bn41 crond(pam_unix)[30065]: session closed for user root
1137585810 2006.01.18 bn42 Jan 18 04:03:30 bn42/bn42 crond(pam_unix)[30114]: session closed for user root
1137585810 2006.01.18 bn476 Jan 18 04:03:30 bn476/bn476 crond(pam_unix)[32151]: session closed for user root
1137585810 2006.01.18 bn539 Jan 18 04:03:30 bn539/bn539 crond(pam_unix)[31782]: session closed for user root
1137585810 2006.01.18 bn565 Jan 18 04:03:30 bn565/bn565 crond(pam_unix)[31750]: session closed for user root
1137585810 2006.01.18 bn595 Jan 18 04:03:30 bn595/bn595 crond(pam_unix)[31771]: session closed for user root
1137585810 2006.01.18 bn60 Jan 18 04:03:30 bn60/bn60 crond(pam_unix)[30431]: session closed for user root
1137585810 2006.01.18 bn631 Jan 18 04:03:30 bn631/bn631 crond(pam_unix)[31721]: session closed for user root
1137585810 2006.01.18 bn638 Jan 18 04:03:30 bn638/bn638 crond(pam_unix)[31370]: session closed for user root
1137585810 2006.01.18 bn650 Jan 18 04:03:30 bn650/bn650 crond(pam_unix)[31707]: session closed for user root
1137585810 2006.01.18 bn682 Jan 18 04:03:30 bn682/bn682 crond(pam_unix)[31862]: session closed for user root
1137585810 2006.01.18 bn687 Jan 18 04:03:30 bn687/bn687 crond(pam_unix)[31863]: session closed for user root
1137585810 2006.01.18 bn689 Jan 18 04:03:30 bn689/bn689 crond(pam_unix)[31865]: session closed for user root
1137585810 2006.01.18 bn693 Jan 18 04:03:30 bn693/bn693 crond(pam_unix)[28205]: session closed for user root
1137585810 2006.01.18 bn707 Jan 18 04:03:30 bn707/bn707 crond(pam_unix)[31702]: session closed for user root
1137585810 2006.01.18 bn786 Jan 18 04:03:30 bn786/bn786 crond(pam_unix)[31642]: session closed for user root
1137585810 2006.01.18 bn807 Jan 18 04:03:30 bn807/bn807 crond(pam_unix)[31655]: session closed for user root
1137585810 2006.01.18 bn878 Jan 18 04:03:30 bn878/bn878 crond(pam_unix)[31759]: session closed for user root
1137585810 2006.01.18 bn914 Jan 18 04:03:30 bn914/bn914 crond(pam_unix)[31453]: session closed for user root
1137585810 2006.01.18 bn949 Jan 18 04:03:30 bn949/bn949 crond(pam_unix)[31767]: session closed for user root
1137585810 2006.01.18 cn37 Jan 18 04:03:30 cn37/cn37 anacron[2921]: Updated timestamp for job `cron.daily' to 2006-01-18
1137585810 2006.01.18 cn383 Jan 18 04:03:30 cn383/cn383 crond(pam_unix)[2522]: session closed for user root
1137585810 2006.01.18 cn516 Jan 18 04:03:30 cn516/cn516 crond(pam_unix)[8411]: session closed for user root
1137585810 2006.01.18 cn522 Jan 18 04:03:30 cn522/cn522 crond(pam_unix)[7809]: session closed for user root
1137585810 2006.01.18 cn544 Jan 18 04:03:30 cn544/cn544 anacron[8731]: Updated timestamp for job `cron.daily' to 2006-01-18
1137585810 2006.01.18 cn547 Jan 18 04:03:30 cn547/cn547 anacron[8733]: Updated timestamp for job `cron.daily' to 2006-01-18
1137585810 2006.01.18 cn58 Jan 18 04:03:30 cn58/cn58 crond(pam_unix)[2513]: session closed for user root
1137585810 2006.01.18 cn680 Jan 18 04:03:30 cn680/cn680 crond(pam_unix)[8314]: session closed for user root
1137585810 2006.01.18 cn715 Jan 18 04:03:30 cn715/cn715 crond(pam_unix)[8414]: session closed for user root
1137585810 2006.01.18 cn790 Jan 18 04:03:30 cn790/cn790 anacron[2717]: Updated timestamp for job `cron.daily' to 2006-01-18
1137585810 2006.01.18 dn14 Jan 18 04:03:30 dn14/dn14 crond(pam_unix)[32501]: session closed for user root
1137585810 2006.01.18 dn161 Jan 18 04:03:30 dn161/dn161 crond(pam_unix)[29785]: session closed for user root
1137585810 2006.01.18 dn196 Jan 18 04:03:30 dn196/dn196 crond(pam_unix)[32198]: session closed for user root
1137585810 2006.01.18 dn211 Jan 18 04:03:30 dn211/dn211 crond(pam_unix)[32193]: session closed for user root
1137585810 2006.01.18 dn254 Jan 18 04:03:30 dn254/dn254 crond(pam_unix)[32248]: session closed for user root
1137585810 2006.01.18 dn283 Jan 18 04:03:30 dn283/dn283 crond(pam_unix)[31832]: session closed for user root
1137585810 2006.01.18 dn31 Jan 18 04:03:30 dn31/dn31 crond(pam_unix)[32526]: session closed for user root
1137585810 2006.01.18 dn466 Jan 18 04:03:30 dn466/dn466 crond(pam_unix)[31744]: session closed for user root
1137585810 2006.01.18 dn47 Jan 18 04:03:30 dn47/dn47 anacron[30146]: Updated timestamp for job `cron.daily' to 2006-01-18
1137585810 2006.01.18 dn531 Jan 18 04:03:30 dn531/dn531 crond(pam_unix)[31718]: session closed for user root
1137585810 2006.01.18 dn561 Jan 18 04:03:30 dn561/dn561 crond(pam_unix)[31894]: session closed for user root
1137585810 2006.01.18 dn57 Jan 18 04:03:30 dn57/dn57 crond(pam_unix)[32294]: session closed for user root
1137585810 2006.01.18 dn647 Jan 18 04:03:30 dn647/dn647 crond(pam_unix)[31849]: session closed for user root
1137585810 2006.01.18 dn70 Jan 18 04:03:30 dn70/dn70 crond(pam_unix)[32295]: session closed for user root
1137585810 2006.01.18 dn737 Jan 18 04:03:30 dn737/dn737 crond(pam_unix)[31852]: session closed for user root
1137585810 2006.01.18 dn821 Jan 18 04:03:30 dn821/dn821 anacron[11835]: Updated timestamp for job `cron.daily' to 2006-01-18
1137585810 2006.01.18 dn944 Jan 18 04:03:30 dn944/dn944 anacron[32495]: Updated timestamp for job `cron.daily' to 2006-01-18
1137585810 2006.01.18 dn961 Jan 18 04:03:30 dn961/dn961 sendmail[32377]: k0IB3Uqe032377: from=root, size=1544, class=0, nrcpts=1, msgid=<200601181103.k0IB3Uqe032377@dn961>, relay=#7#@localhost
1137585810 2006.01.18 dn961 Jan 18 04:03:30 dn961/dn961 sendmail[32377]: k0IB3Uqe032377: to=root, ctladdr=root (0/0), delay=00:00:00, xdelay=00:00:00, mailer=relay, pri=31544, relay=[127.0.0.1] [127.0.0.1], dsn=4.0.0, stat=Deferred: Connection refused by [127.0.0.1]
1137585810 2006.01.18 dn961 Jan 18 04:03:30 dn961/dn961 sendmail[32377]: unable to qualify my own domain name (dn961) -- using short name
1137585810 2006.01.18 dn988 Jan 18 04:03:30 dn988/dn988 crond(pam_unix)[31741]: session closed for user root
1137585811 2006.01.18 an126 Jan 18 04:03:31 an126/an126 anacron[15594]: Updated timestamp for job `cron.daily' to 2006-01-18
1137585811 2006.01.18 an438 Jan 18 04:03:31 an438/an438 anacron[3621]: Updated timestamp for job `cron.daily' to 2006-01-18
1137585811 2006.01.18 an71 Jan 18 04:03:31 an71/an71 crond(pam_unix)[15058]: session closed for user root
1137585811 2006.01.18 an772 Jan 18 04:03:31 an772/an772 crond(pam_unix)[30988]: session closed for user root
1137585811 2006.01.18 bn201 Jan 18 04:03:31 bn201/bn201 Server Administrator: Instrumentation Service EventID: 1052 Temperature sensor returned to a normal value Sensor location: BMC Ambient Temp Chassis location: Main System Chassis Previous state was: Non-Critical (Warning) Temperature sensor value (in Degrees Celsius): 11.0
1137585811 2006.01.18 bn201 Jan 18 04:03:31 bn201/bn201 snmpd[8751]: Got trap from peer on fd 13
1137585811 2006.01.18 bn244 Jan 18 04:03:31 bn244/bn244 crond(pam_unix)[32201]: session closed for user root
1137585811 2006.01.18 bn247 Jan 18 04:03:31 bn247/bn247 crond(pam_unix)[31404]: session closed for user root
1137585811 2006.01.18 bn291 Jan 18 04:03:31 bn291/bn291 anacron[3630]: Updated timestamp for job `cron.daily' to 2006-01-18
1137585811 2006.01.18 bn314 Jan 18 04:03:31 bn314/bn314 anacron[31988]: Updated timestamp for job `cron.daily' to 2006-01-18
1137585811 2006.01.18 bn488 Jan 18 04:03:31 bn488/bn488 ntpd[2285]: synchronized to 10.100.8.250, stratum 3
1137585811 2006.01.18 bn538 Jan 18 04:03:31 bn538/bn538 sendmail[31764]: k0IB3VDA031764: from=root, size=1544, class=0, nrcpts=1, msgid=<200601181103.k0IB3VDA031764@bn538>, relay=#7#@localhost
1137585811 2006.01.18 bn538 Jan 18 04:03:31 bn538/bn538 sendmail[31764]: k0IB3VDA031764: to=root, ctladdr=root (0/0), delay=00:00:00, xdelay=00:00:00, mailer=relay, pri=31544, relay=[127.0.0.1] [127.0.0.1], dsn=4.0.0, stat=Deferred: Connection refused by [127.0.0.1]
1137585811 2006.01.18 bn538 Jan 18 04:03:31 bn538/bn538 sendmail[31764]: unable to qualify my own domain name (bn538) -- using short name
1137585811 2006.01.18 bn596 Jan 18 04:03:31 bn596/bn596 sendmail[32104]: k0IB3Vbn032104: from=root, size=1544, class=0, nrcpts=1, msgid=<200601181103.k0IB3Vbn032104@bn596>, relay=#7#@localhost
1137585811 2006.01.18 bn596 Jan 18 04:03:31 bn596/bn596 sendmail[32104]: k0IB3Vbn032104: to=root, ctladdr=root (0/0), delay=00:00:00, xdelay=00:00:00, mailer=relay, pri=31544, relay=[127.0.0.1] [127.0.0.1], dsn=4.0.0, stat=Deferred: Connection refused by [127.0.0.1]
1137585811 2006.01.18 bn596 Jan 18 04:03:31 bn596/bn596 sendmail[32104]: unable to qualify my own domain name (bn596) -- using short name
1137585811 2006.01.18 bn681 Jan 18 04:03:31 bn681/bn681 sendmail[30436]: k0IB3VYt030436: from=root, size=1544, class=0, nrcpts=1, msgid=<200601181103.k0IB3VYt030436@bn681>, relay=#7#@localhost
1137585811 2006.01.18 bn681 Jan 18 04:03:31 bn681/bn681 sendmail[30436]: k0IB3VYt030436: to=root, ctladdr=root (0/0), delay=00:00:00, xdelay=00:00:00, mailer=relay, pri=31544, relay=[127.0.0.1] [127.0.0.1], dsn=4.0.0, stat=Deferred: Connection refused by [127.0.0.1]
1137585811 2006.01.18 bn681 Jan 18 04:03:31 bn681/bn681 sendmail[30436]: unable to qualify my own domain name (bn681) -- using short name
1137585811 2006.01.18 bn839 Jan 18 04:03:31 bn839/bn839 sendmail[31943]: k0IB3VaM031943: from=root, size=1544, class=0, nrcpts=1, msgid=<200601181103.k0IB3VaM031943@bn839>, relay=#7#@localhost
1137585811 2006.01.18 bn839 Jan 18 04:03:31 bn839/bn839 sendmail[31943]: k0IB3VaM031943: to=root, ctladdr=root (0/0), delay=00:00:00, xdelay=00:00:00, mailer=relay, pri=31544, relay=[127.0.0.1] [127.0.0.1], dsn=4.0.0, stat=Deferred: Connection refused by [127.0.0.1]
1137585811 2006.01.18 bn839 Jan 18 04:03:31 bn839/bn839 sendmail[31943]: unable to qualify my own domain name (bn839) -- using short name
1137585811 2006.01.18 bn878 Jan 18 04:03:31 bn878/bn878 ntpd[2291]: synchronized to 10.100.8.250, stratum 3
1137585811 2006.01.18 cn448 Jan 18 04:03:31 cn448/cn448 crond(pam_unix)[2332]: session closed for user root
1137585811 2006.01.18 cn543 Jan 18 04:03:31 cn543/cn543 anacron[8724]: Updated timestamp for job `cron.daily' to 2006-01-18
1137585811 2006.01.18 cn548 Jan 18 04:03:31 cn548/cn548 anacron[8735]: Updated timestamp for job `cron.daily' to 2006-01-18
1137585811 2006.01.18 cn794 Jan 18 04:03:31 cn794/cn794 crond(pam_unix)[1388]: session closed for user root
1137585811 2006.01.18 cn87 Jan 18 04:03:31 cn87/cn87 crond(pam_unix)[2424]: session closed for user root
1137585811 2006.01.18 cn9 Jan 18 04:03:31 cn9/cn9 crond(pam_unix)[2379]: session closed for user root
1137585811 2006.01.18 dn522 Jan 18 04:03:31 dn522/dn522 crond(pam_unix)[31690]: session closed for user root
1137585811 2006.01.18 dn886 Jan 18 04:03:31 dn886/dn886 anacron[4593]: Updated timestamp for job `cron.daily' to 2006-01-18
1137585811 2006.01.18 dn961 Jan 18 04:03:31 dn961/dn961 anacron[32492]: Updated timestamp for job `cron.daily' to 2006-01-18
1137585812 2006.01.18 an254 Jan 18 04:03:32 an254/an254 crond(pam_unix)[14903]: session closed for user root
1137585812 2006.01.18 bn167 Jan 18 04:03:32 bn167/bn167 Server Administrator: Instrumentation Service EventID: 1053 Temperature sensor detected a warning value Sensor location: BMC Ambient Temp Chassis location: Main System Chassis Previous state was: OK (Normal) Temperature sensor value (in Degrees Celsius): 10.0
1137585812 2006.01.18 bn167 Jan 18 04:03:32 bn167/bn167 snmpd[8955]: Got trap from peer on fd 13
1137585812 2006.01.18 bn227 Jan 18 04:03:32 bn227/bn227 anacron[3636]: Updated timestamp for job `cron.daily' to 2006-01-18
1137585812 2006.01.18 bn538 Jan 18 04:03:32 bn538/bn538 anacron[31879]: Updated timestamp for job `cron.daily' to 2006-01-18
1137585812 2006.01.18 bn596 Jan 18 04:03:32 bn596/bn596 anacron[32219]: Updated timestamp for job `cron.daily' to 2006-01-18
1137585812 2006.01.18 bn681 Jan 18 04:03:32 bn681/bn681 anacron[30551]: Updated timestamp for job `cron.daily' to 2006-01-18
1137585812 2006.01.18 bn839 Jan 18 04:03:32 bn839/bn839 anacron[32058]: Updated timestamp for job `cron.daily' to 2006-01-18
1137585812 2006.01.18 bn990 Jan 18 04:03:32 bn990/bn990 crond(pam_unix)[28465]: session closed for user root
1137585812 2006.01.18 cn279 Jan 18 04:03:32 cn279/cn279 crond(pam_unix)[2176]: session closed for user root
1137585812 2006.01.18 cn895 Jan 18 04:03:32 cn895/cn895 crond(pam_unix)[2363]: session closed for user root
1137585812 2006.01.18 dn932 Jan 18 04:03:32 dn932/dn932 anacron[4579]: Updated timestamp for job `cron.daily' to 2006-01-18
1137585813 2006.01.18 an191 Jan 18 04:03:33 an191/an191 kernel: command = Read (10) 00 03 d1 cd 3f 00 00 08 00
1137585813 2006.01.18 an191 Jan 18 04:03:33 an191/an191 kernel: mptbase: ioc0: IOCStatus(0x0048): SCSI Task Terminated
1137585813 2006.01.18 an191 Jan 18 04:03:33 an191/an191 kernel: mptscsih: ioc0: attempting task abort! (sc=00000101bfe3f680)
1137585813 2006.01.18 an191 Jan 18 04:03:33 an191/an191 kernel: scsi0 : destination target 0, lun 0
1137585813 2006.01.18 an737 Jan 18 04:03:33 an737/an737 crond(pam_unix)[3262]: session closed for user root
1137585813 2006.01.18 bn278 Jan 18 04:03:33 bn278/bn278 Server Administrator: Instrumentation Service EventID: 1052 Temperature sensor returned to a normal value Sensor location: BMC Ambient Temp Chassis location: Main System Chassis Previous state was: Non-Critical (Warning) Temperature sensor value (in Degrees Celsius): 11.0
1137585813 2006.01.18 bn278 Jan 18 04:03:33 bn278/bn278 snmpd[2009]: Got trap from peer on fd 13
1137585813 2006.01.18 bn904 Jan 18 04:03:33 bn904/bn904 crond(pam_unix)[31450]: session closed for user root
1137585813 2006.01.18 cn187 Jan 18 04:03:33 cn187/cn187 crond(pam_unix)[2428]: session closed for user root
1137585813 2006.01.18 cn67 Jan 18 04:03:33 cn67/cn67 crond(pam_unix)[2509]: session closed for user root
1137585813 2006.01.18 cn904 Jan 18 04:03:33 cn904/cn904 crond(pam_unix)[2274]: session closed for user root
1137585813 2006.01.18 dn745 Jan 18 04:03:33 dn745/dn745 crond(pam_unix)[31851]: session closed for user root
1137585813 2006.01.18 dn821 Jan 18 04:03:33 dn821/dn821 crond(pam_unix)[11268]: session closed for user root
1137585814 2006.01.18 an191 Jan 18 04:03:34 an191/an191 kernel: mptscsih: ioc0: task abort: SUCCESS (sc=00000101bfe3f680)
1137585814 2006.01.18 cn280 Jan 18 04:03:34 cn280/cn280 crond(pam_unix)[2178]: session closed for user root
1137585814 2006.01.18 cn556 Jan 18 04:03:34 cn556/cn556 crond(pam_unix)[8121]: session closed for user root
1137585814 2006.01.18 cn773 Jan 18 04:03:34 cn773/cn773 crond(pam_unix)[2029]: session closed for user root
1137585814 2006.01.18 #33# Jan 18 04:03:34 #33#/#33# kernel: LustreError: 31432:0:(socknal_lib-linux.c:813:ksocknal_lib_connect_sock()) Error -115 connecting 10.100.24.251/1023 -> 10.0.4.80/988
