- 1152232683 2006.07.06 dn603 Jul 6 17:38:03 dn603/dn603 ntpd[2289]: synchronized to 10.100.30.250, stratum 3
- 1152234062 2006.07.06 dn306 Jul 6 18:01:02 dn306/dn306 crond[21631]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234062 2006.07.06 dn310 Jul 6 18:01:02 dn310/dn310 kernel: spyplt[25544]: segfault at 0000000000000000 rip 000000000041a43c rsp 0000007fbfffce00 error 6
- 1152234062 2006.07.06 dn333 Jul 6 18:01:02 dn333/dn333 crond(pam_unix)[26476]: session closed for user root
- 1152234062 2006.07.06 dn333 Jul 6 18:01:02 dn333/dn333 crond[26477]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234062 2006.07.06 dn368 Jul 6 18:01:02 dn368/dn368 crond(pam_unix)[19100]: session closed for user root
- 1152234062 2006.07.06 dn457 Jul 6 18:01:02 dn457/dn457 crond(pam_unix)[24930]: session closed for user root
- 1152234062 2006.07.06 dn476 Jul 6 18:01:02 dn476/dn476 crond(pam_unix)[29873]: session closed for user root
- 1152234062 2006.07.06 dn53 Jul 6 18:01:02 dn53/dn53 crond(pam_unix)[24767]: session closed for user root
- 1152234062 2006.07.06 dn53 Jul 6 18:01:02 dn53/dn53 crond(pam_unix)[24767]: session opened for user root by (uid=0)
- 1152234062 2006.07.06 dn53 Jul 6 18:01:02 dn53/dn53 crond[24768]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234062 2006.07.06 dn541 Jul 6 18:01:02 dn541/dn541 crond[24635]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234062 2006.07.06 dn549 Jul 6 18:01:02 dn549/dn549 crond(pam_unix)[23978]: session closed for user root
- 1152234062 2006.07.06 dn550 Jul 6 18:01:02 dn550/dn550 crond(pam_unix)[26525]: session closed for user root
- 1152234062 2006.07.06 dn571 Jul 6 18:01:02 dn571/dn571 crond[28460]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234062 2006.07.06 dn60 Jul 6 18:01:02 dn60/dn60 crond(pam_unix)[22347]: session closed for user root
- 1152234062 2006.07.06 dn60 Jul 6 18:01:02 dn60/dn60 crond(pam_unix)[22347]: session opened for user root by (uid=0)
- 1152234062 2006.07.06 dn60 Jul 6 18:01:02 dn60/dn60 crond[22348]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234062 2006.07.06 dn612 Jul 6 18:01:02 dn612/dn612 crond(pam_unix)[24275]: session closed for user root
- 1152234062 2006.07.06 dn625 Jul 6 18:01:02 dn625/dn625 crond(pam_unix)[18973]: session closed for user root
- 1152234062 2006.07.06 dn625 Jul 6 18:01:02 dn625/dn625 crond(pam_unix)[18973]: session opened for user root by (uid=0)
- 1152234062 2006.07.06 dn679 Jul 6 18:01:02 dn679/dn679 crond(pam_unix)[24469]: session closed for user root
- 1152234062 2006.07.06 dn680 Jul 6 18:01:02 dn680/dn680 crond(pam_unix)[19860]: session closed for user root
- 1152234062 2006.07.06 dn681 Jul 6 18:01:02 dn681/dn681 crond(pam_unix)[24219]: session closed for user root
- 1152234062 2006.07.06 dn683 Jul 6 18:01:02 dn683/dn683 crond(pam_unix)[31178]: session closed for user root
- 1152234062 2006.07.06 dn685 Jul 6 18:01:02 dn685/dn685 crond(pam_unix)[19947]: session closed for user root
- 1152234062 2006.07.06 dn685 Jul 6 18:01:02 dn685/dn685 crond[19948]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234062 2006.07.06 dn689 Jul 6 18:01:02 dn689/dn689 crond(pam_unix)[28943]: session closed for user root
- 1152234062 2006.07.06 dn69 Jul 6 18:01:02 dn69/dn69 crond(pam_unix)[29766]: session closed for user root
- 1152234062 2006.07.06 dn693 Jul 6 18:01:02 dn693/dn693 crond(pam_unix)[26654]: session closed for user root
- 1152234062 2006.07.06 dn738 Jul 6 18:01:02 dn738/dn738 crond(pam_unix)[4867]: session closed for user root
- 1152234062 2006.07.06 dn742 Jul 6 18:01:02 dn742/dn742 crond(pam_unix)[2504]: session opened for user root by (uid=0)
- 1152234062 2006.07.06 dn755 Jul 6 18:01:02 dn755/dn755 crond(pam_unix)[11768]: session opened for user root by (uid=0)
- 1152234062 2006.07.06 dn789 Jul 6 18:01:02 dn789/dn789 crond(pam_unix)[23290]: session closed for user root
- 1152234062 2006.07.06 dn8 Jul 6 18:01:02 dn8/dn8 crond(pam_unix)[25849]: session closed for user root
- 1152234062 2006.07.06 dn809 Jul 6 18:01:02 dn809/dn809 crond[29474]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234062 2006.07.06 dn83 Jul 6 18:01:02 dn83/dn83 crond(pam_unix)[28380]: session closed for user root
- 1152234062 2006.07.06 dn858 Jul 6 18:01:02 dn858/dn858 crond(pam_unix)[20029]: session closed for user root
- 1152234062 2006.07.06 dn858 Jul 6 18:01:02 dn858/dn858 crond(pam_unix)[20029]: session opened for user root by (uid=0)
- 1152234062 2006.07.06 dn858 Jul 6 18:01:02 dn858/dn858 crond[20030]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234062 2006.07.06 dn868 Jul 6 18:01:02 dn868/dn868 crond(pam_unix)[22325]: session closed for user root
- 1152234062 2006.07.06 dn870 Jul 6 18:01:02 dn870/dn870 crond(pam_unix)[25662]: session closed for user root
- 1152234062 2006.07.06 dn871 Jul 6 18:01:02 dn871/dn871 crond(pam_unix)[25720]: session closed for user root
- 1152234062 2006.07.06 dn874 Jul 6 18:01:02 dn874/dn874 crond(pam_unix)[6256]: session closed for user root
- 1152234062 2006.07.06 dn875 Jul 6 18:01:02 dn875/dn875 crond(pam_unix)[21989]: session closed for user root
- 1152234062 2006.07.06 dn876 Jul 6 18:01:02 dn876/dn876 crond(pam_unix)[24037]: session closed for user root
- 1152234062 2006.07.06 dn884 Jul 6 18:01:02 dn884/dn884 crond(pam_unix)[15637]: session opened for user root by (uid=0)
- 1152234062 2006.07.06 dn886 Jul 6 18:01:02 dn886/dn886 crond(pam_unix)[25007]: session closed for user root
- 1152234062 2006.07.06 dn887 Jul 6 18:01:02 dn887/dn887 crond(pam_unix)[23574]: session closed for user root
- 1152234062 2006.07.06 dn889 Jul 6 18:01:02 dn889/dn889 crond(pam_unix)[24213]: session closed for user root
- 1152234062 2006.07.06 dn893 Jul 6 18:01:02 dn893/dn893 crond(pam_unix)[24128]: session closed for user root
- 1152234062 2006.07.06 dn894 Jul 6 18:01:02 dn894/dn894 crond(pam_unix)[24389]: session closed for user root
- 1152234062 2006.07.06 dn916 Jul 6 18:01:02 dn916/dn916 crond(pam_unix)[5375]: session closed for user root
- 1152234062 2006.07.06 dn942 Jul 6 18:01:02 dn942/dn942 crond(pam_unix)[27062]: session closed for user root
- 1152234062 2006.07.06 dn942 Jul 6 18:01:02 dn942/dn942 crond[27063]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234062 2006.07.06 dn981 Jul 6 18:01:02 dn981/dn981 crond(pam_unix)[23276]: session closed for user root
- 1152234062 2006.07.06 dn986 Jul 6 18:01:02 dn986/dn986 crond(pam_unix)[24162]: session closed for user root
- 1152234062 2006.07.06 dn988 Jul 6 18:01:02 dn988/dn988 crond(pam_unix)[25171]: session closed for user root
- 1152234062 2006.07.06 dn993 Jul 6 18:01:02 dn993/dn993 crond(pam_unix)[1996]: session closed for user root
- 1152234063 2006.07.06 dn362 Jul 6 18:01:03 dn362/dn362 crond(pam_unix)[25584]: session closed for user root
- 1152234063 2006.07.06 dn717 Jul 6 18:01:03 dn717/dn717 crond(pam_unix)[26086]: session closed for user root
- 1152234063 2006.07.06 dn884 Jul 6 18:01:03 dn884/dn884 crond(pam_unix)[15637]: session closed for user root
- 1152234063 2006.07.06 dn884 Jul 6 18:01:03 dn884/dn884 crond[15638]: (root) CMD (run-parts /etc/cron.hourly)
- 1152234064 2006.07.06 dn536 Jul 6 18:01:04 dn536/dn536 crond(pam_unix)[27886]: session closed for user root
- 1152234064 2006.07.06 dn62 Jul 6 18:01:04 dn62/dn62 crond(pam_unix)[20552]: session closed for user root
- 1152234064 2006.07.06 dn992 Jul 6 18:01:04 dn992/dn992 ntpd[2262]: synchronized to 10.100.24.250, stratum 3
- 1152234065 2006.07.06 dn538 Jul 6 18:01:05 dn538/dn538 ntpd[2291]: synchronized to 10.100.24.250, stratum 3
- 1152234070 2006.07.06 dn711 Jul 6 18:01:10 dn711/dn711 ntpd[2289]: synchronized to 10.100.28.250, stratum 3
- 1152234075 2006.07.06 dn148 Jul 6 18:01:15 dn148/dn148 ntpd[2278]: synchronized to 10.100.24.250, stratum 3
- 1152234079 2006.07.06 dn778 Jul 6 18:01:19 dn778/dn778 ntpd[2289]: synchronized to 10.100.26.250, stratum 3
- 1152234080 2006.07.06 dn239 Jul 6 18:01:20 dn239/dn239 smartd[1992]: Device: /dev/sda, Temperature changed -2 Celsius to 30 Celsius since last report
- 1152234080 2006.07.06 dn869 Jul 6 18:01:20 dn869/dn869 ntpd[2264]: synchronized to 10.100.24.250, stratum 3
- 1152234080 2006.07.06 dn886 Jul 6 18:01:20 dn886/dn886 ntpd[2266]: synchronized to 10.100.24.250, stratum 3
- 1152234081 2006.07.06 dn736 Jul 6 18:01:21 dn736/dn736 ntpd[2283]: synchronized to 10.100.26.250, stratum 3
- 1152234082 2006.07.06 dn258 Jul 6 18:01:22 dn258/dn258 ntpd[2294]: synchronized to 10.100.24.250, stratum 3
- 1152234082 2006.07.06 dn724 Jul 6 18:01:22 dn724/dn724 ntpd[2279]: synchronized to 10.100.28.250, stratum 3
- 1152234083 2006.07.06 dn948 Jul 6 18:01:23 dn948/dn948 ntpd[2275]: synchronized to 10.100.30.250, stratum 3
- 1152234085 2006.07.06 dn745 Jul 6 18:01:25 dn745/dn745 ntpd[2284]: synchronized to 10.100.26.250, stratum 3
- 1152234089 2006.07.06 dn1020 Jul 6 18:01:29 dn1020/dn1020 ntpd[2272]: synchronized to 10.100.24.250, stratum 3
- 1152234094 2006.07.06 dn763 Jul 6 18:01:34 dn763/dn763 ntpd[2287]: synchronized to 10.100.24.250, stratum 3
- 1152234095 2006.07.06 dn470 Jul 6 18:01:35 dn470/dn470 ntpd[2292]: synchronized to 10.100.26.250, stratum 3
- 1152234095 2006.07.06 dn692 Jul 6 18:01:35 dn692/dn692 ntpd[2294]: synchronized to 10.100.24.250, stratum 3
- 1152234096 2006.07.06 dn594 Jul 6 18:01:36 dn594/dn594 ntpd[2268]: synchronized to 10.100.26.250, stratum 3
- 1152234101 2006.07.06 dn574 Jul 6 18:01:41 dn574/dn574 ntpd[2350]: synchronized to 10.100.26.250, stratum 3
- 1152234104 2006.07.06 dn672 Jul 6 18:01:44 dn672/dn672 ntpd[2281]: synchronized to 10.100.30.250, stratum 3
- 1152234105 2006.07.06 dn530 Jul 6 18:01:45 dn530/dn530 smartd[1990]: Device: /dev/sda, Temperature changed -2 Celsius to 32 Celsius since last report
- 1152234107 2006.07.06 dn981 Jul 6 18:01:47 dn981/dn981 ntpd[2273]: synchronized to 10.100.24.250, stratum 3
- 1152234110 2006.07.06 dn739 Jul 6 18:01:50 dn739/dn739 ntpd[2274]: synchronized to 10.100.28.250, stratum 3
- 1152234113 2006.07.06 dn966 Jul 6 18:01:53 dn966/dn966 ntpd[2273]: synchronized to 10.100.28.250, stratum 3
- 1152234113 2006.07.06 dn999 Jul 6 18:01:53 dn999/dn999 ntpd[2277]: synchronized to 10.100.28.250, stratum 3
- 1152234121 2006.07.06 dn106 Jul 6 18:02:01 dn106/dn106 ntpd[2276]: synchronized to 10.100.26.250, stratum 3
- 1152234130 2006.07.06 dn682 Jul 6 18:02:10 dn682/dn682 ntpd[2295]: synchronized to 10.100.30.250, stratum 3
- 1152234136 2006.07.06 dn715 Jul 6 18:02:16 dn715/dn715 ntpd[2272]: synchronized to 10.100.28.250, stratum 3
- 1152234139 2006.07.06 dn574 Jul 6 18:02:19 dn574/dn574 smartd[1988]: Device: /dev/sda, Temperature changed 2 Celsius to 28 Celsius since last report
- 1152234141 2006.07.06 dn768 Jul 6 18:02:21 dn768/dn768 ntpd[2288]: synchronized to 10.100.30.250, stratum 3
- 1152234142 2006.07.06 dn470 Jul 6 18:02:22 dn470/dn470 ntpd[2292]: synchronized to 10.100.30.250, stratum 3
- 1152234145 2006.07.06 dn577 Jul 6 18:02:25 dn577/dn577 smartd[1980]: Device: /dev/sda, Temperature changed 2 Celsius to 37 Celsius since last report
- 1152234147 2006.07.06 dn925 Jul 6 18:02:27 dn925/dn925 ntpd[2275]: synchronized to 10.100.28.250, stratum 3
- 1152234149 2006.07.06 dn606 Jul 6 18:02:29 dn606/dn606 ntpd[2345]: synchronized to 10.100.30.250, stratum 3
- 1152234157 2006.07.06 dn653 Jul 6 18:02:37 dn653/dn653 smartd[1975]: Device: /dev/sda, Temperature changed -2 Celsius to 32 Celsius since last report
- 1152234157 2006.07.06 dn670 Jul 6 18:02:37 dn670/dn670 smartd[1984]: Device: /dev/sda, Temperature changed -2 Celsius to 32 Celsius since last report
- 1152234159 2006.07.06 dn674 Jul 6 18:02:39 dn674/dn674 smartd[1993]: Device: /dev/sda, Temperature changed -2 Celsius to 36 Celsius since last report
- 1152234160 2006.07.06 dn695 Jul 6 18:02:40 dn695/dn695 smartd[1983]: Device: /dev/sda, Temperature changed -2 Celsius to 30 Celsius since last report
- 1152234161 2006.07.06 dn108 Jul 6 18:02:41 dn108/dn108 ntpd[2279]: synchronized to 10.100.30.250, stratum 3
- 1152234161 2006.07.06 dn676 Jul 6 18:02:41 dn676/dn676 smartd[1987]: Device: /dev/sda, Temperature changed -2 Celsius to 33 Celsius since last report
- 1152234163 2006.07.06 dn686 Jul 6 18:02:43 dn686/dn686 smartd[1984]: Device: /dev/sda, Temperature changed -2 Celsius to 31 Celsius since last report
- 1152234172 2006.07.06 dn462 Jul 6 18:02:52 dn462/dn462 ntpd[2271]: synchronized to 10.100.28.250, stratum 3
- 1152234173 2006.07.06 dn827 Jul 6 18:02:53 dn827/dn827 ntpd[2274]: synchronized to 10.100.28.250, stratum 3
- 1152234176 2006.07.06 dn204 Jul 6 18:02:56 dn204/dn204 ntpd[2279]: synchronized to 10.100.30.250, stratum 3
- 1152234177 2006.07.06 dn750 Jul 6 18:02:57 dn750/dn750 ntpd[2274]: synchronized to 10.100.26.250, stratum 3
- 1152234185 2006.07.06 dn739 Jul 6 18:03:05 dn739/dn739 ntpd[2274]: synchronized to 10.100.26.250, stratum 3
- 1152234189 2006.07.06 dn659 Jul 6 18:03:09 dn659/dn659 ntpd[2278]: synchronized to 10.100.24.250, stratum 3
- 1152234198 2006.07.06 dn582 Jul 6 18:03:18 dn582/dn582 ntpd[2288]: synchronized to 10.100.24.250, stratum 3
- 1152234203 2006.07.06 dn134 Jul 6 18:03:23 dn134/dn134 ntpd[2278]: synchronized to 10.100.24.250, stratum 3
- 1152234204 2006.07.06 dn134 Jul 6 18:03:24 dn134/dn134 ntpd[2278]: synchronized to 10.100.26.250, stratum 3
- 1152234207 2006.07.06 dn895 Jul 6 18:03:27 dn895/dn895 ntpd[2263]: synchronized to 10.100.24.250, stratum 3
- 1152234208 2006.07.06 dn475 Jul 6 18:03:28 dn475/dn475 ntpd[2284]: synchronized to 10.100.30.250, stratum 3
- 1152234212 2006.07.06 dn1010 Jul 6 18:03:32 dn1010/dn1010 ntpd[2274]: synchronized to 10.100.28.250, stratum 3
- 1152234212 2006.07.06 dn358 Jul 6 18:03:32 dn358/dn358 ntpd[2289]: synchronized to 10.100.26.250, stratum 3
- 1152234216 2006.07.06 dn680 Jul 6 18:03:36 dn680/dn680 ntpd[2280]: synchronized to 10.100.30.250, stratum 3
- 1152234220 2006.07.06 dn965 Jul 6 18:03:40 dn965/dn965 ntpd[2273]: synchronized to 10.100.24.250, stratum 3
- 1152234222 2006.07.06 dn358 Jul 6 18:03:42 dn358/dn358 ntpd[2289]: synchronized to 10.100.24.250, stratum 3
- 1152234224 2006.07.06 dn155 Jul 6 18:03:44 dn155/dn155 ntpd[2278]: synchronized to 10.100.30.250, stratum 3
- 1152234224 2006.07.06 dn815 Jul 6 18:03:44 dn815/dn815 ntpd[2265]: synchronized to 10.100.28.250, stratum 3
- 1152234224 2006.07.06 dn818 Jul 6 18:03:44 dn818/dn818 ntpd[2264]: synchronized to 10.100.28.250, stratum 3
- 1152234224 2006.07.06 dn928 Jul 6 18:03:44 dn928/dn928 ntpd[2272]: synchronized to 10.100.24.250, stratum 3
- 1152234228 2006.07.06 dn387 Jul 6 18:03:48 dn387/dn387 ntpd[2280]: synchronized to 10.100.24.250, stratum 3
- 1152234229 2006.07.06 dn616 Jul 6 18:03:49 dn616/dn616 ntpd[2286]: synchronized to 10.100.28.250, stratum 3
- 1152234232 2006.07.06 dn420 Jul 6 18:03:52 dn420/dn420 ntpd[2287]: synchronized to 10.100.24.250, stratum 3
- 1152234256 2006.07.06 dn317 Jul 6 18:04:16 dn317/dn317 ntpd[2289]: synchronized to 10.100.24.250, stratum 3
- 1152234261 2006.07.06 dn791 Jul 6 18:04:21 dn791/dn791 ntpd[2266]: synchronized to 10.100.24.250, stratum 3
- 1152234264 2006.07.06 dn975 Jul 6 18:04:24 dn975/dn975 ntpd[2262]: synchronized to 10.100.24.250, stratum 3
- 1152234270 2006.07.06 dn634 Jul 6 18:04:30 dn634/dn634 ntpd[2292]: synchronized to 10.100.28.250, stratum 3
- 1152234271 2006.07.06 dn884 Jul 6 18:04:31 dn884/dn884 ntpd[3387]: synchronized to 10.100.28.250, stratum 3
- 1152234275 2006.07.06 dn559 Jul 6 18:04:35 dn559/dn559 ntpd[2268]: synchronized to 10.100.30.250, stratum 3
- 1152234277 2006.07.06 dn71 Jul 6 18:04:37 dn71/dn71 ntpd[2275]: synchronized to 10.100.28.250, stratum 3
- 1152234279 2006.07.06 dn218 Jul 6 18:04:39 dn218/dn218 ntpd[2279]: synchronized to 10.100.24.250, stratum 3
- 1152234291 2006.07.06 dn188 Jul 6 18:04:51 dn188/dn188 ntpd[2277]: synchronized to 10.100.30.250, stratum 3
- 1152234293 2006.07.06 dn188 Jul 6 18:04:53 dn188/dn188 ntpd[2277]: synchronized to 10.100.26.250, stratum 3
- 1152234295 2006.07.06 dn873 Jul 6 18:04:55 dn873/dn873 ntpd[2265]: synchronized to 10.100.30.250, stratum 3
- 1152234297 2006.07.06 dn234 Jul 6 18:04:57 dn234/dn234 ntpd[2269]: synchronized to 10.100.30.250, stratum 3
- 1152234300 2006.07.06 dn485 Jul 6 18:05:00 dn485/dn485 ntpd[2293]: synchronized to 10.100.24.250, stratum 3
- 1152234314 2006.07.06 dn651 Jul 6 18:05:14 dn651/dn651 ntpd[2270]: synchronized to 10.100.24.250, stratum 3
- 1152234315 2006.07.06 dn891 Jul 6 18:05:15 dn891/dn891 ntpd[2272]: synchronized to 10.100.24.250, stratum 3
- 1152234316 2006.07.06 dn227 Jul 6 18:05:16 dn227/dn227 ntpd[2279]: synchronized to 10.100.28.250, stratum 3
- 1152234322 2006.07.06 dn61 Jul 6 18:05:22 dn61/dn61 ntpd[2279]: synchronized to 10.100.30.250, stratum 3
- 1152234327 2006.07.06 dn89 Jul 6 18:05:27 dn89/dn89 ntpd[2276]: synchronized to 10.100.26.250, stratum 3
- 1152234331 2006.07.06 dn169 Jul 6 18:05:31 dn169/dn169 ntpd[2270]: synchronized to 10.100.26.250, stratum 3
- 1152234333 2006.07.06 dn287 Jul 6 18:05:33 dn287/dn287 ntpd[2292]: synchronized to 10.100.26.250, stratum 3
- 1152234333 2006.07.06 dn859 Jul 6 18:05:33 dn859/dn859 ntpd[2275]: synchronized to 10.100.24.250, stratum 3
- 1152234335 2006.07.06 dn708 Jul 6 18:05:35 dn708/dn708 ntpd[3389]: synchronized to 10.100.24.250, stratum 3
- 1152234342 2006.07.06 dn377 Jul 6 18:05:42 dn377/dn377 ntpd[2290]: synchronized to 10.100.26.250, stratum 3
- 1152234342 2006.07.06 dn78 Jul 6 18:05:42 dn78/dn78 ntpd[2241]: synchronized to 10.100.24.250, stratum 3
- 1152234344 2006.07.06 dn707 Jul 6 18:05:44 dn707/dn707 ntpd[2280]: synchronized to 10.100.24.250, stratum 3
- 1152234347 2006.07.06 dn565 Jul 6 18:05:47 dn565/dn565 ntpd[2278]: synchronized to 10.100.24.250, stratum 3
- 1152234348 2006.07.06 dn529 Jul 6 18:05:48 dn529/dn529 ntpd[2292]: synchronized to 10.100.30.250, stratum 3
- 1152234350 2006.07.06 dn612 Jul 6 18:05:50 dn612/dn612 ntpd[2283]: synchronized to 10.100.24.250, stratum 3
- 1152234351 2006.07.06 dn635 Jul 6 18:05:51 dn635/dn635 ntpd[2289]: synchronized to 10.100.28.250, stratum 3
- 1152234361 2006.07.06 dn590 Jul 6 18:06:01 dn590/dn590 ntpd[2343]: synchronized to 10.100.26.250, stratum 3
- 1152234364 2006.07.06 dn819 Jul 6 18:06:04 dn819/dn819 ntpd[2272]: synchronized to 10.100.28.250, stratum 3
- 1152234364 2006.07.06 dn826 Jul 6 18:06:04 dn826/dn826 ntpd[2276]: synchronized to 10.100.26.250, stratum 3
- 1152234386 2006.07.06 dn668 Jul 6 18:06:26 dn668/dn668 ntpd[2282]: synchronized to 10.100.26.250, stratum 3
- 1152234387 2006.07.06 dn801 Jul 6 18:06:27 dn801/dn801 ntpd[2265]: synchronized to 10.100.26.250, stratum 3
- 1152234388 2006.07.06 dn378 Jul 6 18:06:28 dn378/dn378 ntpd[2286]: synchronized to 10.100.28.250, stratum 3
- 1152234389 2006.07.06 dn862 Jul 6 18:06:29 dn862/dn862 ntpd[2263]: synchronized to 10.100.28.250, stratum 3
- 1152234391 2006.07.06 dn80 Jul 6 18:06:31 dn80/dn80 ntpd[2280]: synchronized to 10.100.28.250, stratum 3
- 1152234396 2006.07.06 dn328 Jul 6 18:06:36 dn328/dn328 ntpd[2291]: synchronized to 10.100.28.250, stratum 3
- 1152234398 2006.07.06 dn593 Jul 6 18:06:38 dn593/dn593 ntpd[2280]: synchronized to 10.100.24.250, stratum 3
- 1152234401 2006.07.06 dn950 Jul 6 18:06:41 dn950/dn950 ntpd[2277]: synchronized to 10.100.24.250, stratum 3
- 1152234404 2006.07.06 dn128 Jul 6 18:06:44 dn128/dn128 smartd[1991]: Device: /dev/sda, Temperature changed -2 Celsius to 25 Celsius since last report
- 1152234417 2006.07.06 dn785 Jul 6 18:06:57 dn785/dn785 ntpd[2263]: synchronized to 10.100.24.250, stratum 3
- 1152234421 2006.07.06 dn249 Jul 6 18:07:01 dn249/dn249 ntpd[2276]: synchronized to 10.100.24.250, stratum 3
- 1152234422 2006.07.06 dn200 Jul 6 18:07:02 dn200/dn200 ntpd[2279]: synchronized to 10.100.30.250, stratum 3
- 1152234422 2006.07.06 dn249 Jul 6 18:07:02 dn249/dn249 ntpd[2276]: synchronized to 10.100.26.250, stratum 3
- 1152234430 2006.07.06 dn906 Jul 6 18:07:10 dn906/dn906 ntpd[2261]: synchronized to 10.100.30.250, stratum 3
- 1152234437 2006.07.06 dn371 Jul 6 18:07:17 dn371/dn371 ntpd[2290]: synchronized to 10.100.24.250, stratum 3
- 1152234437 2006.07.06 dn810 Jul 6 18:07:17 dn810/dn810 ntpd[2275]: synchronized to 10.100.26.250, stratum 3
- 1152234440 2006.07.06 dn18 Jul 6 18:07:20 dn18/dn18 ntpd[2211]: synchronized to 10.100.26.250, stratum 3
- 1152234441 2006.07.06 dn764 Jul 6 18:07:21 dn764/dn764 ntpd[2285]: synchronized to 10.100.26.250, stratum 3
- 1152234446 2006.07.06 dn906 Jul 6 18:07:26 dn906/dn906 smartd[1963]: Device: /dev/sda, Temperature changed 2 Celsius to 30 Celsius since last report
- 1152234450 2006.07.06 dn180 Jul 6 18:07:30 dn180/dn180 ntpd[2267]: synchronized to 10.100.24.250, stratum 3
- 1152234454 2006.07.06 dn871 Jul 6 18:07:34 dn871/dn871 ntpd[2274]: synchronized to 10.100.24.250, stratum 3
- 1152234458 2006.07.06 dn723 Jul 6 18:07:38 dn723/dn723 ntpd[2284]: synchronized to 10.100.24.250, stratum 3
- 1152234458 2006.07.06 dn935 Jul 6 18:07:38 dn935/dn935 ntpd[2277]: synchronized to 10.100.24.250, stratum 3
- 1152234463 2006.07.06 dn711 Jul 6 18:07:43 dn711/dn711 ntpd[2289]: synchronized to 10.100.24.250, stratum 3
- 1152234498 2006.07.06 dn358 Jul 6 18:08:18 dn358/dn358 ntpd[2289]: synchronized to 10.100.28.250, stratum 3
- 1152234503 2006.07.06 dn816 Jul 6 18:08:23 dn816/dn816 ntpd[2264]: synchronized to 10.100.28.250, stratum 3
- 1152234510 2006.07.06 dn706 Jul 6 18:08:30 dn706/dn706 ntpd[2287]: synchronized to 10.100.28.250, stratum 3
- 1152234511 2006.07.06 dn614 Jul 6 18:08:31 dn614/dn614 ntpd[2290]: synchronized to 10.100.24.250, stratum 3
- 1152234512 2006.07.06 dn641 Jul 6 18:08:32 dn641/dn641 ntpd[2275]: synchronized to 10.100.26.250, stratum 3
- 1152234516 2006.07.06 dn24 Jul 6 18:08:36 dn24/dn24 ntpd[2281]: synchronized to 10.100.24.250, stratum 3
- 1152234522 2006.07.06 dn533 Jul 6 18:08:42 dn533/dn533 ntpd[2290]: synchronized to 10.100.28.250, stratum 3
- 1152234522 2006.07.06 dn633 Jul 6 18:08:42 dn633/dn633 ntpd[2342]: synchronized to 10.100.24.250, stratum 3
- 1152234530 2006.07.06 dn776 Jul 6 18:08:50 dn776/dn776 ntpd[3375]: synchronized to 10.100.24.250, stratum 3
- 1152234560 2006.07.06 dn229 Jul 6 18:09:20 dn229/dn229 ntpd[2265]: synchronized to 10.100.24.250, stratum 3
- 1152234565 2006.07.06 dn901 Jul 6 18:09:25 dn901/dn901 ntpd[2094]: synchronized to 10.100.26.250, stratum 3
- 1152234571 2006.07.06 dn325 Jul 6 18:09:31 dn325/dn325 ntpd[2289]: synchronized to 10.100.28.250, stratum 3
- 1152234575 2006.07.06 dn200 Jul 6 18:09:35 dn200/dn200 ntpd[2279]: synchronized to 10.100.26.250, stratum 3
- 1152234582 2006.07.06 dn577 Jul 6 18:09:42 dn577/dn577 ntpd[2278]: synchronized to 10.100.26.250, stratum 3
- 1152234583 2006.07.06 dn524 Jul 6 18:09:43 dn524/dn524 ntpd[2289]: synchronized to 10.100.24.250, stratum 3
- 1152234586 2006.07.06 dn395 Jul 6 18:09:46 dn395/dn395 ntpd[2277]: synchronized to 10.100.30.250, stratum 3
- 1152234591 2006.07.06 dn244 Jul 6 18:09:51 dn244/dn244 ntpd[2279]: synchronized to 10.100.28.250, stratum 3
- 1152234596 2006.07.06 dn118 Jul 6 18:09:56 dn118/dn118 ntpd[2273]: synchronized to 10.100.26.250, stratum 3
- 1152234602 2006.07.06 dn695 Jul 6 18:10:02 dn695/dn695 ntpd[2281]: synchronized to 10.100.24.250, stratum 3
- 1152234606 2006.07.06 dn958 Jul 6 18:10:06 dn958/dn958 ntpd[2273]: synchronized to 10.100.28.250, stratum 3
- 1152234611 2006.07.06 dn237 Jul 6 18:10:11 dn237/dn237 ntpd[2268]: synchronized to 10.100.24.250, stratum 3
- 1152234614 2006.07.06 dn182 Jul 6 18:10:14 dn182/dn182 ntpd[2272]: synchronized to 10.100.24.250, stratum 3
- 1152234618 2006.07.06 dn2 Jul 6 18:10:18 dn2/dn2 ntpd[2278]: synchronized to 10.100.26.250, stratum 3
- 1152234624 2006.07.06 dn999 Jul 6 18:10:24 dn999/dn999 ntpd[2277]: synchronized to 10.100.24.250, stratum 3
- 1152234630 2006.07.06 dn700 Jul 6 18:10:30 dn700/dn700 ntpd[2291]: synchronized to 10.100.28.250, stratum 3
- 1152234631 2006.07.06 dn86 Jul 6 18:10:31 dn86/dn86 ntpd[2278]: synchronized to 10.100.24.250, stratum 3
